Title,Ingredients
Gulai terong telor ceplok, buah terong (potong kecil) buah telur bngkus santan kara (larutkan ke dalm gelas air) buah serai (geprek) lembar daun salam lembar daun jeruk purut secukupnya garam secukupnya kaldu bubuk buah bawang putih siung bawang putih buah cabai rawit ruas kunyit ruas jahe butir kemiri 
Tempe Goreng Telur, papan tempe butir telur siung bawang putih diparut (aku pake bawang putih bubuk) tepung terigu Secukupnya garam Secukupnya merica 
Orak-arik Telor," gram kol, iris tipis batang wortel, potong spt batang korek api batang daun bawang, potong batang daun seledri, potong batang buncis, iris serong butir telor buah sosis, iris serong siung bawang putih lada bubuk secukupnya Garam secukupnya Gula pasir secukupnya Air secukupnya Penyedap rasa "
Orak arik telur, biji kubis kecil butir telur siung bawang merah siung bawang putih sesuai selera Cabe rawit Garam Penyedap rasa Minyak goreng 
Tumis Telur Jamur Spesial," siung bawang putih, cincang halus Seruas jahe (kurleb cm), memarkan cabe merah, buang bijinya, iris serong cabe rawit merah, iris kecil kecap asin saus tiram minyak wijen bubuk ngohiong (opsional) butir telur, kocok jamur prancis slice secukupnya Gula, garam, merica "
]pindang tongkol suwir campur pete plus telor.., potong ikan tongkol mangkok kecil petai selong btr telur ayam kocok lepas btr bawang merah butir bawang putih cabe kriting tomat potong daun salam Garam secukup nya Gula pasir Penyedap rasa (blh skip) minyak goreng utk menumis 
Cilok Goreng Telur, cup tepung terigu cup tepung tapioka siung bawang putih (rajang) helai daun bawang (iris tipis) butir telur (kocok) Garam Gula Merica Air panas 
Telor Orak arik sayuran,Secukupnya Wortel Secukupnya Sawi putih secukupnya Brokoli buah sosis sapi buah telor ayam buah bawang putih buah bawang merah secukupnya Lada Saos tomat Kecap Saos tiram sesuai selera Tomat&timun Garam 
Mashed Potato with Egg, buah kentang Brokoli hijau buah wortel butir telur Garam Lada putih Gula (option) Mentega Keju 
Cilor alias aci telor, aci terigu secukupnya Lada bubuk secukupnya Ketumbar bubuk secukupnya Garam siung bawang putih ulek secukupnya Penyedap rasa sapi batang daun bawang iris tipis batang daun seledri iris tipis Air untuk ngulenin adonan Air untuk merebus Minyak untuk menggoreng butir telur kocok 
Indomie goreng telur pedas rawit, bungkus indomie goreng buah cabe rawit merah iris iris buah telur ayam di ceplok secukupnya saos sambal secukupnya merica 
Telor ceplok balado, buah telor ayam - siung bawang merah siung bawah putih buah cabe rawit buah cabe keriting buah tomat buah sereh geprek - buah daun jeruk Secukupnya air Secukupnya gula dan garam Secukupnya minyak 
Telor Ceplok Tauco," Telur siung bawang merah iris tips siung bawang putih iris tipis tomat cabe ijo iris (bisa juga cabe merah) cabe burung iris (sesuai selera) tauco saos tomat Secukupnya air Secukupnya gula, garam "
Tumis Telur Kentang Kecap (irit ekonomis dan enakk)," btr telur ayam buah kentang Medan, kupas potong dadu, cuci bersih siung bawang merah, iris halus siung bawang putih, iris halus Secukupnya kecap manis, kecap asin Secukupnya air Secukupnya minyak goreng Secukupnya garam dan gula "
Cah Sawi Putih dg Telur,"sawi putih genggam teri rendam air panas, tiriskan butir telur kocok lepas siung bawang putih memarkan btg cabe merah iris halus garam gula saos tiram sejumput merica bubuk minyak zaitun (minyak goreng tuk menumis) cup air panas "
Tumis sawi tempe telur, ikat sawi putih papan Tempe butir telur ayam buah cabe rawit buah cabe kriting siung bawang merah siung bawang putih siung bawang bombay (optional) Garam Kaldu jamur (optional) secukupnya Gula pasir secukupnya Air secukupnya Minyak goreng 
Sop oyong telur non MSG, oyong agak muda (diiris) buah wortel segar (diiris) bunga kol (diiris) butir telur kocok lepas siung bawang putih secukupnya Lada bubuk secukupnya Garam Bawang goreng untuk taburan (optional) 
Kentang dan telur ceplok kecap pedas," telur ayam bawang bombay diiris siung bawang putih siung bawang merah cabe merah besar (selera) cabe rawit (selera) helai daun jeruk buah kentang Kecap, garam, gula, merica, minyak goreng, blueband "
Telor ceplok bumbu pecel, telor ceplok tanpa bumbu Salam sereh Lengkuas Kayu manis air Minyak Gula garam. Saya pke gula merah bawang putih bawang merah cabe keriting merah kacang tanah goreng 
Telur Balado,"telur ayam negeri Bumbu halus buah cabe besar merah buah rawit merah (sesuai selera) siung bawang merah siung bawang putih buah kemiri Bumbu lainya Secukupnya garam, gula,penyedap bila suka lembar daun salam "
Sop telur simple ala Nyomel, buah wortel potong serong butir telur batang daun bawang batang seledri garam kaldu bubuk (aku pakai Masako ayam) Sedikit merica secukupnya Air 
Telur balado, btr telur cabai merah keriting buah cabe rawit merah buah bawah merah gula jawa sisir terasi royco sapi secukupnya garam lembar daun jeruk (opsional bila ada) secukupnya minyak goreng 
Telur dadar kentang, butir telur buah kentang ukuran sedang siung bawang merah (iris tipis) helai daun bawang (potongpotong) Secukupnya merica Secukupnya garam 
Telur bumbu kuning,telur ruas lengkuas lembar daun salam lembar daun jeruk Bumbu halus siung bawang merah siung bawang putih butir kemiri ruas kunyit Secukupnya garam dan gula Secukupnya air dan minyak Kaldu bubuk (opsional) 
Telur Orak Arik,Buah Tomat Potong Dadu Kecil Buah Wortel Serut Pakai Serutan Keju Lembar Kubis Potong Kecil Segenggam Tauge Buah Cabe Rawit Potong Kecil Butir Telur Kocok Kasar Buah Bawang Bombay Cincang Halus Secukupnya Garam Secukupnya Gula Secukupnya Merica Bubuk Secukupnya Saos Tiram Secukupnya Kecap Manis Minyak Untuk Menumis 
Telur dadar gulung korea ala ala (Gyeran Mari), butir telur ayam pcs wortel pcs buncis Masako ayam Ladaku secukupnya Bawang daun secukupnya Minyak goreng 
Oseng Jamur Tiram Tahu Telor, bungkus jamur tiram buah tahu butir telur ayam siung bawang putih siung bawang merah buah cabe merah besar buah cabe rawit (jika ingin lebih pedas bisa ditambahkan lagi) Secukupnya merica bubuk garam kaldu jamur (boleh pake kaldu yang lain) sct kecap (saya pake kecap abc yg kecil) secukupnya Air 
Semur tahu telur, bungkus tahu kulit telur di rebus (bahan ulek) bawang putih bawang merah ladaku buah kemiri ketumbar (bahan pelengkap) kecap gula pasir secukupnya gula merah garam bungkus royco sapi 
Orak Arik Telur Bihun," butir telur keping bihun jagung, seduh air panas, tiriskan siung bawang putih, cincang halus siung bawang merah, cincang halus iris Daun bawang prei, butir tomat, iris Minyak utk menumis Kecap manis Saos tiram Minyak wijen secukupnya Garam, gula dan lada bubuk "
Sosis Gulung Telur Simpel, btr telur sosis yang sudah matang susu cair maizena Secukupnya garam Secukupnya merica bubuk 
Telur Ceplok Lada Hitam, butir telor ayam sachet saori lada hitam kecap asin minyak wijen kecap inggris lada hitam bubuk air buah tomat (potong dadu) bawang bombay (iris memanjang) 
Semur kecap tahu bakso telur megicom, pcs tahu pcs bakso ikan telur ayam pcs bawang putih (cincang) pcs bawang merah (cincang) secukupnya Lada bubuk secukupnya Kecap bango secukupnya Garam secukupnya Gula secukupnya Masako Minyak goreng untuk menumis bawang nya 
Telur Dadar Bayam," btr telur Secukupnya bayam, potong-potong kecil/sesuai selera Sedikit garam Sedikit penyedap royc* ayam Secukupnya merica bubuk Secukupnya daun bawang, iris-iris tipis "
Telur Dadar Gulung Teflon," butir telur Sedikit seledri tangkai daun bawang Secukupnya garam, merica "
Sayur Sop Ceker Kuah Telur,▶Bahan sayur Sop Wortel Buncis Kol Daun bawang Sayur bisa ditambah kentang dan seledri atau sesuai selera* Daun salam - Ceker ukuran besar (boleh lebih sesuai selera) butir telur Garam Gula Penyedap rasa bungkus bumbu racik sayur sop Bawang goreng untuk taburan butir tomat Minyak sayur untuk menumis ▶Bumbu Halus butir bawang merah butir bawang putih Merica Garam 
Telur Gulung Isi Sosis, sosis ayam/sapi (sesuai selera) butir telur ayam mentega Secukupnya garam dan merica bubuk 
Telur Bumbu Bali," buah telur, rebus, kupas, goreng lembar daun jeruk, buang tulang daunnya serai memarkan Secukupnya gula jawa Secukupnya garam Secukupnya air Secukupnya minyak untuk menumis bawang merah bawang putih cabe merah Terasi goreng Jahe "
Telur Dadar Dg Mie," Grm Mie Kering/Burung Dara Rebus n Tiriskan Telur Siung Bawang Putih Kupas,Cuci Bersih n Cincang Halus Siung Bawang Bombay Kupas,Cuci Bersih n Cincang Halus Secukupnya Daun Bawang, Cuci Bersih n Iris Lembuttttt Secukupnya Merica Bubuk Secukupnya Garam Halus "
Balado Telur Dadar Irit, butir telur ayam bawang bombay daun salam daun jeruk jahe bawang merah bawang putih cabe rawit cabe merah kemiri secukupnya garam kaldu jamur (optional) gula pasir kecap manis secukupnya minyak 
"Telur ""ayam"" asin homemade", butir telur ayam uk kecil atau butir ukuran besar butir putih geprek/haluskan garam krosok/kasar bukan garam kotak lt air hangat cenderung panas 
Tempe Goreng Lapis Telur no MSG,papan tempe (bisa disesuaikan) buah telur buah bawang putih secukupnya kemiri Secukupnya garam 
Telor gulung @dapur kurnia, btr telur air Garam Lada Penyedap (sy pake masako sapi) 
Telor Goreng Balado, Butir Telur Rawit Merah Secukupnya Penyedap Rasa Secukupnya Bubuk Cabai Secukupnya Bubuk Balado Instan Kecap Manis Minyak Untuk Menggoreng 
Roll Egg Korean, butir Telur buah Cabai merah buah Cabai rawit buah Bawang merah buah Bawang putih Daun sop pre Lada bubuk buah Wortel sendok Tepung terigu secukupnya Garam secukupnya Penyedap secukupnya Minyak 
Balado Telor Ceplok," telur ayam siung bawang merah siung bawang putih lombok merah besar cabe kecil Sere geprek Daun jeruk Tomat Salamgula,garam,penyedaprasa (optional) "
Telur Balado, btr telur ayam tomat bawang merah bawang putih ruas jari jahe cabe merah gula aren garam Penyedap rasa 
Telor Ceplok Masak Kecap, butir telor (ceplok) buah tomat (iris) batang daun bawang (iris) butir bawang merah (iris) butir bawang putih (iris) buah cabai rawit merah (iris) buah cabai merah keriting (iris) garam bumbu penyedap royco lada bubuk secukupnya air minyak secukupnya utk menumis kecap manis 
Cah kembang kol telur," kembang kol butir telur siung bawang putih butir bawang merah cabe merah secukupnya Daun bawang, tomat secukupnya Gula garam kecap ikan merica "
Tempe goreng telur, papan tempe butir telur siung bawang putih diparut tepung terigu Secukupnya garam Secukupnya merica 
Telur dadar Bayam merah DEBM, butir telur ayam ikat bayam merah ambil daunnya. Lalu iris Minyak goreng (saya pakai olive oil) secukupnya Garam 
Scrambled Egg with Sausage / Telur Orak Arik Sosis," butir telur susu cair putih / plain batang sosis sapi / ayam, potong secukupnya garam sedikit lada sendok teh mentega / butter secukupnya minyak sayur "
Orak arik telur teri tumis bawang merah," bawang merah, siung bawang iris bagian btr telur, kocok, buat orak-arik, sisihkan teri asin, goreng hingga renyah cabe rawit merah, iris Keping terasi sachet Garam Gula pasir jika suka Kaldu bubuk Minyak utk menumis "
Sayur Telur Tahu Bumbu Kuning,telur ayam buah tahu putih Santan Garam Merica Bumbu penyedap (royco) Air (secukupnya) lembar daun salam siung bawang merah siung bawang putih buah kemiri ruas kunyit (secukupnya) 
Rendang telur ayam,telur ayam lt santan kental ( buah kelapa parut) ruas jahe (geprek) ruas lengkuas (geprek) lembar daun salam lembar daun kunir lembar daun jeruk batang sereh (geprek) ruas kayu manis siung bawang putih siung bawang merah cabe merah biji pala jinten ketumbar bubuk mrica bubuk garam 
Miedog (Mie Endog) Endog = Telur, bks mie rebus (me : mie sedap kari. Bisa mie rasa apapun) telur ayam Minyak goreng Air secukupnya (untuk merebus mie) Daun bawang (optional) kalau saya tidak pakai daun bawang 
"Opor udang, telor dan kacang panjang",udang ikat kecil kacang panjang butir telor saset bumbu instan opor (indofood) santan lembar daun salam lembar daun jeruk batang serai (geprek) Secukupnya Penyedap rasa Garam 
Orak-Arik Telur Sosin, buah telur ayam buah sosis helai sosin (sesuai selera) secukupnya Garam dapur 
Telur Dadar Gendut," butir telur tangkai daun bawang (iris kecil) siung bawang merah (iris tipis) Secukupnya garam, merica buah tomat siung bawang putih (ukuran kecil, tapi jangan kecil amat ya) buah cabe rawit merah "
Scrambled Egg, Butir Telur Susu UHT Secukupnya Parutan Keju Secukupnya Garam/penyedap rasa Secukupnya Lada bubuk/merica Margarin 
"Nugget ceria (tahu, wortel, telur, mie & makaroni) ", buah tahu ukuran besar lumatkan / hancurkan butir telur makaroni rebus sisihkan buah mie instan remas rebus buang bumbu tiriskan tepung terigu batang daun bawang iris halus batang daun seledri iris halus batang wortel ukuran besar parut dg parutan keju secukupnya terigu encerkan dg sdkit air/ telur kocok lepas secukupnya garam secukupnya tepung panir / roti siung bawang putih lada secukupnya garam sachet masako rasa ayam / sapi 
Orak arik telur tumis bawang merah," btr telur, kocok, buat orak-arik, sisihkan teri asin, goreng hingga renyah (saya skip) bawang merah, iris cabe rawit merah, iris terasi Garam Gula pasir jika suka Kaldu bubuk Minyak utk menumis "
Stick Tempe telur," papan tempe butir telur terigu siung bawang putih lada bubuk Garam,kaldu bubuk "
Telur Goreng Kucai," ikan kucai (potong halus) btr telur ayam daun bawang (potong halus) bawang merah (potong halus) bawang putih (potong halus) secukupnya lada, gula dan garam "
Telur Ceplok Masak Kecap, butir telur ayam bawang bombay bawang merah bawang putih cabai rawit merah cabai rawit hijau cabai hijau besar Secukupnya kecap asin Secukupnya kecap manis Secukupnya garam 
Telur extra pdsss,Bahan dasar telur Cabai rawit (sesuai selera pedas) Cabai merah (agak banyak) siung bawang putih siung bawang merah Garam Mecin Gula 
Telur Bumbu Bali (Telur Balado)," butir telur ayam batang serai (geprek) lengkuas (geprek) terasi bakar/goreng air asam jawa lembar daun salam secukupnya Gula, garam Secukupnya air Secukupnya minyak goreng siung bawang merah siung bawang putih siung cabai merah gula merah "
Telur dadar crispy, btr Telur ayam (selera) secukupnya Garam siung Bawang merah (selera) Minyak goreng 
Gule daun singkong campur tahu dan telor ala rumahan, iket daun singkong (disiangi dan rebus) butir telor rebus tahu kulit coklat (digorengdulu sebentar) daun jeruk batang sereh santan kara cabe rawit (boleh lebih) Garam Gula pasir Penyedap rasa bawang merah bawang putih cabe keriting (sesuai selera) kemiri kunyit 
Telur tipis, btr telur Sedikit garam Sedikit daun oregano 
Telur dadar ber lapis, butir telur grm kujai secukupnya Garam bumbu kaldu Secukupnya Saos sambal pedas manis minyak goreng 
Telur Ceplok Masak Kecap, butir telur. Ceplok Secukupnya kecap manis Sedikit saos tiram Sedikit kecap ikan Secukupnya garam. Merica bubuk dan kaldu bubuk Secukupnya air Bumbu iris buah tomat siung bawang putih siung Bawang merah 
Egg Pasta Aglio e Olio,"secukupnya Egg Pasta (masak),bs gunakan pasta lain buah sosis, potong buah nugget, goreng, potong siung bawang putih, cincang halus buah cabe rawit besar, iris tipis secukupnya garam & lada secukupnya kaldu bubuk olive oil parsley tabur "
Orek tahu telur, butir telur (kocok lepas) tahu putih (potong dadu kecil) Kol (iris tipis) Kecap Penyedap rasa Gula Garam Minyak goreng siung Bawang merah siung Bawang putih Merica 
Fuyunghai Telur sederhana, butir telur ayam Kol iris tipis Daun bawang / kucai secukupnya Tepung serbaguna Garam Saus tomat Tepung maizena Bawang putih Bawang bombay Secukupnya Kacang polong Gula / Garam / Penyedap Sedikit air 
Tumis Sawi Sosis Telur, ikat sawi hijau butir telur ayam buah sosis buah cabai hijau air siung bawang merah siung bawang putih garam Royco ayam kecap manis saus tomat lada bubuk buah tomat segar penyedap rasa Tambahkan tepung maizena yang dilarukan dalam sedikit air 
Semur rempah tahu & telur," butir telur, rebus potong tahu putih, cuci lalu kukus ( spy awet & tdk bau langu siung bawang merah siung bawang putih merica bubuk biji kemiri pala bubuk jempol lengkuas, memarkan batang seray,ambil putih nya lalu memarkan biji kapulaga lembar daun salam biji bunga lawang ruas kayumanis ( cm) kecap manis garam air asam jawa kental keping gula merah sisir halus (k) air matang "
Orak-arik Telur Wortel Jamur Brown Shimeji," buah wortel, potong/parut pake parutan gula merah butir telur, kocok pake sendok aja batang daun bawang, iris bungkus ±gr Jamur Shimeji siung bawang putih siung bawang merah merica gula garam "
Omelet telur, butir telur ayam Batang daun bawang buah tomat merah hilangkan bijinya siung bawang merah siung bawah putih 
Balado Telur Tahu Bakso, butir telur ayam (rebus) tahu bakso (potong jadi dan goreng sebentar) Bumbu Halus (blender kasih air sedikit): siung bawang merah siung bawang putih buah cabe merah keriting buah tomat uk sedang lembar daun jeruk Seruas laos (geprek) buah sereh (geprek) secukupnya Gula secukupnya Garam secukupnya Kaldu jamur 
Nasi Goreng Telur Blue Band,Secukupnya Nasi sesuai selera Telur Secukupnya Blue Band/pengganti minyak sesuai selera Cabai Bawang Merah Bawang Putih secukupnya Garam Secukupnya Royco Ayam sesuai selera Bawang goreng 
Sate Telur Gulung / Telur gulung, Telur Ayam Susu UHT Tusuk sate secukupnya Garam Minyak Goreng 
Telur & Buncis Bumbu Kuning,"telur batang buncis, iris serong tipis siung bawang merah siung bawang putih butir kemiri ruas kunyit ruas lengkuas lembar daun salam lembar daun jeruk Secukupnya garam, gula dan kaldu jamur secukupnya minyak dan air "
Kari telur tahu ala rumahan,"Bahan A:butir telur ayam (kukus,kupas,goreng) biji tahu kotak (potong ,goreng) santan Secukupnya bawang merah goreng Bahan B (ulek): siung bawang putih siung bawang merah mrica garam ruas kunir ruas laos helai sereh lembar daun jeruk lembar daun salam buah kemiri biji cabe merah kriting Secukupnya gula Secukupnya kaldu bubuk "
Egg Bhurji / Tumis Telur Gobal Gabul Indian Style," butir telur ayam siung bawang putih, geprek & cincang halus buah bawang merah besar ATAU siung bawang merah kecil (shallot), cincang halus buah bawang bombay, cincang kasar buah paprika hijau kecil, potong dadu kecil buah cabai merah besar, potong kecil buah cabai rawit hijau, potong kecil buah tomat kecil potong dadu ruas daun bawang potong kecil jahe, parut & cincang halus Secukupnya minyak untuk menumis Garam Bubuk cabe Lada hitam Garam masala / bubuk masala (jika ada) Jika tidak ada garam masala bisa diganti Boncabe level /, tapi akan merubah cita rasa Indian spicesnya "
Telur ceplok bumbu kecap, butir telur ayam siung bawang merah siung bawang putih buah cabe rawit setan buah cabe merah keriting kecap manis kecap asin Secukupnya air minyak goreng margarine (utk menumis) batang daun bawang (tambahan dari aku) 
Tongkol goreng balut telur, ekor tongkol atau lebih gampang yg sudah dipotong butir telur Garam Merica Minyak goreng 
Telor Balado, butir telor (goreng/rebus sesuai selera) siung bawang merah siung bawang putih buah cabai merah besar buah tomat merah lembar daun salam lembar daun jeruk tangkai sereh geprek garam gula pasir sedikit kaldu bubuk sedikit air sedikit minyak goreng 
Gulai Telur Spesial,"secukupnya Telur ayam secukupnya Cabe rawit gelas belimbing Antan kelapa Daun kemangi, ambil pucuknya sendok teh garam sendok teh gula sendok makan Minyak goreng secukupnya Kubis putih rajang Ubu gulai/kari instan soap pakai "
Telur bumbu merah, telur ayam siung bawang merah siung bawang putih merica buah tomat cabai merah cabai rawit lembar daur jeruk batang serai geprak gula pasir garam kecap manis Bawang goreng secukupnya Minyak goreng secukupnya Air 
Tumis telur tage wortel (mirip lumpia basah), telur ayam Tauge Wortel dipotong korek Royco sapi Boncabe (jika suka) Minyak (saya pake margarin) 
Gyeran Mari / Telur Gulung Korea , butir telur buah wortel potong kecil-kecil buah buncis potong kecil-kecil lembar kol potong halus tangkai daun bawang iris halus buah cabe rawit / boleh lewati siung bawang putih cincang minyak untuk menumis sayur minyak untuk menggoreng secukupnya Garam secukupnya Penyedap secukupnya Lada bubuk 
Egg scrambled mayo sandwich with cheese,Sesuai Kebutuhan Roti Tawar Putih Tomat iris sesuai gambar Selada Mayonaise butir telur atau sesuai porsi Keju cheddar parut Merica putih (selera) 
Roti Telur / French Toast, potong roti tawar buah telur susu cair full cream merica bubuk garam kayu manis bubuk (bisa di skip) oregano (bisa di skip) mentega untuk memanggang 
Telur sambalado, btr telur siung bawang merah siung bawang putih ukuran sedang buah cabe merah - cabe rawit buah tomat tangkai daun bawang Jahe Kunyit Lengkuas Daun salam Daun jeruk Gula merah Garam Micin Minyak goreng 
Bihun tahu telur goreng lada hitam, Strip bihun kotak tahu putih butir telur daun bawang Cabai rawit merah siung bawang putih garam kaldu bubuk lada putih lada hitam Saus tiram Saus Cabai 
Egg drop coklat, bks biskuit egg (Monde) g coklat cooking (Elmir/ colata) Trimit / springkel Cup kertas 
Telur Balado, butir telur buah cabai rawit merah (sesuai selera) lembar daun salam Secukupnya minyak goreng Bumbu halus buah cabai keriting merah buah cabai rawit merah (sesuai selera) siung bawang merah siung bawang putih block kaldu 
Telur crispy, butir telur Garam tepung tapioka Tepung roti Daun bawang Seledry Minyak sayur 
Pizza telur, butir telur ayam buah bawang bombay (saya pakai yg ukuran kecil) iris memanjang Keju parut buah Sosis potong tipis tomat merah (saya pakai tomat yg kecil) Saus sambal (bisa diganti saus tomat jika tidak suka pedas) Merica bubuk secukupnya Garam Penyedap Minyak goreng atau butter 
Telur Ceplok Masak Asam," buah telur, diceplok utuh siung bawang merah, iris tipis secukupnya Asam, gula, garam dan minyak kelapa "
"Sushi cheese scramble egg, squid and mashroom "," buah cumi, cuci bersih beri jeruk nipis dan garam butir telur keju quickmelt potong dadu kecil Secukupnya garam Butter untuk menumis telur bungkus kecil jamur tiram Secukupnya minyak untuk menggoreng lembar nori ukuran besar "
Telur dadar kelapa sangrai|Sii Trias, butir telur ayam tepung beras kelapa setengah muda parut buah wortel parut batang daun bawang (Atau sayuran lain sesuai selera) siung bawang merah siung bawang putih lada bubuk garam halus 
Sambal / Balado Telur Ceplok, butir telur (dibuat telur ceplok) buah cabai merah (sesuaikan) butir bawang merah butir bawang putih butir kemiri Secukupnya Minyak Secukupnya Garam Secukupnya Gula 
Tumis Sawi Putih dan Telur, Sawi Putih Besar butir telur ayam siung bawang putih siung bawang merah secukupnya Gula secukupnya Garam secukupnya Merica secukupnya Penyedap rasa 
Sop telur gulung udang," udang (cacah) siung bawang putih haluskan, utk campuran udang secukupnya Garam secukupnya Merica biji wortel brokoli ukuran sedang siung bawang putih utk sop bawang bombay kecil lembar telur dadar daun bawang potong kecil Kaldu ayam secukupnya utk kuah Seledri dan daun bawang (optional) "
Sweet pare with egg, buah Pare butir Telor siung Bawang merah siung Bawang putih biji Cabe rawit merah sendok gula merah cair Garam Merica 
Telur orak-arik, buah telur ayam secukupnya Kol secukupnya Wortel secukupnya Daun bawang secukupnya Seledri Garam Gula pasir Bawang merah Bawang putih Minyak goreng Lada bubuk 
Telur dadar saus oriental, butir telur buah tahu bawang putih bawang bombay cabe merah besar buah tomat Daun bawang sachet saus sambal saus tiram 
Daging lapis telur,"daging sapi, iris tipis btr telur ayam, kocok lepas ruas lengkuas, geprek btg serai, geprek kecap manis lb daun salam lb daun jeruk lt air panas btr bawang merah btr bawang putih btr kemiri, sangrai ketumbar bubuk merica bubuk cabe merah keriting secukupnya garam "
Telur Rebus DEBM (Untuk Sarapan), butir telur ayam Secukupnya cabe bubuk Secukupnya lada bubuk Secukupnya parutan keju 
Telur Ceplok DEBM, butir telur ayam Secukupnya keju parut Secukupnya garam 
Telur Ceplok Balado, butir Telur Secukupnya garam Secukupnya minyak goreng Cabe Merah rawit buah Tomat siung Bawang Merah siung Bawang Putih Sedikit Air Secukupnya Garam Secukupnya Gula Secukupnya Minyak Goreng 
Sambal kentang dan telur goreng simpel, telur rebus kentang (sedang) bawang merah bawang putih cabe merah cabe rawit (jika suka pedas bisa ditambah) Garam Gula Penyedap rasa 
Sup asparagus ayam jagung telur, ayam fillet kaleng jagung siap saji (kalau bisa yg ada tulisan cream) butir telur Garam Lada 
Telur dadar kornet," butir telur ayam kaleng kornet (me : pronas) bawang merah iris tipis daun bawang iris tipis rawit,klo mo pedes sachet royco ayam garam halus "
Tumis buncis telur," Buncis Tahu siung bawang putih butir telur Air kaldu Garam, gula, merica Saus tiram secukupnya Minyak "
Tumis bawang orek telur teri," biji bawang merah biji bawang putih (optional, bisa dipake bisa jg gak) biji cabe rawit saus tiram gula garam butir telur (dadar lalu di orek) secukupnya teri goreng tepung "
Telur panggang tuna keju (microwave) DEBM," butir telur rebus, dicincang kasar tuna kaleng keju parut butir telur mentah, kocok lepas Sedikit garam dan merica Keju mozarella utk topping (bisa di skip) "
Oyong telor, oyong butir telor Cabai kriting merah Bawang merah Lada bubuk Garam 
Telur Dadar Bayam Bekal Anak, butir Telur (kocok lepas) buah Sosis (potong-potong) buah Keju Batang (potong-potong) Secukupnya Bayam (cuci bersih dan iris kasar) Secukupnya Kaldu Jamur (bisa diganti gula garam) cup Susu Cair Vanilla Secukupnya Butter atau Margarin 
Telur Saos Pedas, butir telur buah cabe merah besar buah cabe hijau Saus pedas Saus tiram Kecap Gula garam dan penyedap rasa (optional) Bawang Bombay 
Tim Nasi Telur (menu si kecil),Telur kocok Wortel parut Tempe haluskan Bawang putih cincang Garam Butter (oleskan diwadah tahan panas) 
Telur bebek sambal mercon, telur bebek rebus dan kupas kulitnya buah cabe rawit buah tomat sedang siung bawang merah siung bawang putih secukupnya Garam Minyak goreng kelapa sedikit untuk menumis bumbu 
Tumis Sawi Tempe Telur Anak Kosan," ikat (sawi) papan (tempe) butir (telur ayam) siung (bawang putih) buah (cabe) Secukupnya (garam, gula, penyedap rasa, kecap) Secukupnya air matang "
Telor ceplok kuah kecap," telor ayam siung bawang merah air kecap manis saus tiram secukupnya Garam, lada, penyedap "
Telor Dadar," butir telor paha ayam jamur kancing btg daun bawang daun kunyit btr bawang merah sg bawang putih cabe rawit merica halus tepung beras, cairkan dengan air secukupnya secukupnya garam secukupnya Kaldu bubuk secukupnya Minyak goreng "
Telor balado,telor bj cabe merah (sesuai selera y) bj bawang merah bj bawang putih tomat merah daun salam daun jeruk Garam penyedap rasa secukup ny y 
Chicken egg roll ala hokben, daging ayam giling buah telur buah wortel cincang bubuk bawang putih/bawang putih cincang secukupnya garam secukupnya lada bubuk sedikit saus tiram sedikit minyak wijen sedikit penyedap tepung terigu tepung maizena 
Orak arik telur susu, buah Telor ayam Susu sapi segar helai Cabai merah sesuai selera Roico Sosis (kalau ada) 
Nugget telur wortel dan daging cincang tanpa tepung #,daging ayam wortel Daun bawang telur telur (untuk kulit luar) Minyak Penyedap rasa 
Sarang burung," biji telur puyuhtahu tahu cina haluskan butir telur kocok lepas lada bitam bubuk garam bawang merah, iris dan di goreng siung nawang putir osir dan di goreng butir telor ayam kocok lepas "
Telur rebus balado, butir telur ayam siung bawang putih butir bawang merah buah cabe rawit buah tomat lembar daun jeruk Secukupnya merica bubuk Secukupnya garam Secukupnya penyedap rasa Secukupnya gula pasir Secukupnya minyak makan Sedikit air 
Lunpia simpel isi rebung dan telur,"Kulit lumpia rebung kupas butir telur siung bawang merah siung bawang putih kecap manis Merica bubuk gula pasir secukupnya Garam secukupnya Minyak goreng Penyedap rasa (skip juga boleh, saya tdk pake krn tidak suka) "
Kare Tahu Dan telor Simple, biji Telor rebus Tahu putih goreng dahulu Bumbu siung Bawang merah siung Bawang putih sedikit Jahe Laos Serai Daun bawang Gula Garam Bawang goreng Daun jeruk purut Santan (ga pernah pake kemiri) 
Semur telor ceplok, butir telur siung bawang merah siung bawang putih cabai merah cabai hijau cabai rawit bj tomat iris jahe iris laos helai daun salam helai sereh air 
Telur dadar warteg, butir telur ayam batang daun bawang Garam Minyak goreng 
Telur dadar padat berisi," butir telur btg wortel, bersihkan lalu serut halus btg daun bawang, iris halus tepung bumbu siung bawang putih siung bawang merah buah cabe merah keriting buah cabe rawit garam, gula dan masako Minyak buat menggoreng telur "
Telur Ceplok Kecap, butir telur siung bawang merah siung bawang putih buah cabe keriting merah (boleh tambah rawit kalo suka pedes) papan pete buah tomat ukuran kecil buah bawang bombay uk. Kecil saus tiram kecap manis Sdikit garam dan lada bubuk Seukupnya air 
Egg Roll Lipat,Bahan A butir telur gram gula sp vanili Bahan B gram tepung terigu protein rendah tepung larut susu bubuk baking soda Bahan C gram margarin gram butter gram margarin gram butter Bahan C baking soda gram margarin gram butter 
