Title,Ingredients
Tongseng Kambing #kitaberbagi,daging kambing--siung bawang merah--siung bawang putih--buah cabe merah besar--buah cabe rawit--Bumbu Geprek :--Secukupnya jahe--Secukupnya lengkuas--batang serai--daun salam--daun jeruk--Secukupnya garam--Secukupnya merica--Secukupnya gula pasir--Secukupnya kecap manis--gelas belimbing santan--buah tomat potong memanjang--Secukupnya kol rajang halus--
#Kita Bebagi Daging Kambing Santen Pedes,"daging kambing--ons cabe rawit merah--siung bawang merah--siung bawang putih--papan petai--secukupnya Garam, gula merah dan penyedap rasa (sasa)--sesuai selera Santan--Sedikit air...kiragelas--"
Sate Kambing Bumbu Kecap,gram daging kambing--buah nanas--Bumbu Marinate :--sendok teh garam--siung bawah putih--siung bawah merah--sendok teh ketumbar--kecap manis atau secukupnya--Bumbu Kecap :--secukupnya Kecap--secukupnya bawah merah Iris--secukupnya Cabe rawit--
Sate kambing #kitaberbagi,"g daging kambing potong kotak--secukupnya tusukan sate--buah tomat--bahan saus kacang👇--g kacang tanah goreng--siung bawang putih goreng--buah cabe merah keriting goreng--secukupnya gula merah--secukupnya garam,penyedap--secukupnya bawang goreng untuk taburan--secukupnya kecap manis--buah jeruk limau--"
Tongseng Kambing,"daging kambing--buah kol, potongsesuai selera--buah tomat,belah empat--siung bawang putih--siung bawang merah--1,ruas kunyit--jahe--Sedikit lada--buah cabe rawit--buah kemiri--batang sereh,ambil bawahnya saja,geprek--ruas Lengkuas, geprek--lembar Daun salam--lembar Daun jeruk--Pelengkap (bila suka) :--siung Bawang merah, potong kasar--batang Daun bawang, potong kasar--sesuai selera Cabe rawit, potong2--"
Oseng Mercon Kulit Kepala Kambing #kitaberbagi,"kulit kepala kambing--siung Bawang merah--siung Bawang putih--ruas jahe--ketumbar--pala bubuk--butir kemiri--gula pasir--Bumbu pelengkap:--nanas--cabe merah keriting campur cabe rawit oren--1-batang sereh--ruas Lengkuas,geprek--2-buah kapulaga--kayu manis--buah bunga lawang--saos tiram--sedikit Penyedap--lembar daun salam--lembar daun kunyit--buah tomat,potong2--sesuai selera Cabe hijau,rajang kasar--secukupnya Gula aren ,dsisir--secukupnya Garam--secukupnya Air untuk merebus--kapur sirih--"
Sate gule kambing madura#kita berbagi,balungan kambing--daging kambing--Bumbu GULE:--Bumbu tumis:--lengkuas--kencur--kunyit--siung bawang merah--siung bawang putih--jahe--tangkai serai dimemarkan--Bumbu halus--butir cengkeh--buah pala--ketumbar--lada--ruas kayu manis--Bumbu sate:--ons kacang tanah goreng--siung bawang putih bakar--Gula+ garam--Kecap manis--Bawang merah iris--
Kambing Bakar ala bundakeia,"buah paha kambing/domba--buah nanas, parut/blender--secukupnya Air--buah Kentang rebus (optional)--buah Wortel rebus (optional)--buah bawang bombay, potong (optional)--siung bawang putih, geprek sedikit--Buah bawang bombay--siung bawang putih--ketumbar--jinten--garam--Bumbu marinade :--madu--kecap manis--olive oil--kecap asin--sesuai selera Garam & merica--mix italian herbs (optional)--"
Kaledo Kambing ala Dapur Fitri #KitaBerbagi,"Daging kambing--gram Asam muda--buah Cabe rawit merah--butir Bawang merah, cincang--siung Bawang putih, cincang--sachet Kaldu--secukupnya Garam--"
"Sate kambing empuk, ga bau prengus #kitaberbagi",gram daging kambing--buah nanas--ketumbar--merica--buah nanas--asam jawa--Tusuk sate--secukupnya Penyedap rasa--secukupnya Garam--Bumbu oles :--kecap manis--mentega--minyak sayur--
Gulai Kambing 🐐#KitaBerbagi,daging kambing--butir kelapa jadi santan liter--ketumbar--merica--buah kemiri--buah kayu manis--siung bawang putih--siung bawang merah--kunyit--jahe--lengkuas--buah kemiri--garam--gula Jawa--sashet Royco--minyak goreng--lembar daun salam--lembar daun jeruk--Batang sereh--
Kalio kambing ala MR #kitaberbagi,daging kambing--gelas santan kelapa dari satu buah kelapa--lembar daun salam--buah sereh--buah kapulaga--lembar daun jeruk--lembar daun kunyit--buah asam kandis--buah bawang merah--Seruas lengkuas--Secukupnya minyak goreng--Bumbu haLus--buah cabe kriting--buah cabe rawit besar--buah bawang putih--Seruas jahe--Seruas kunyit--ketumbar--buah kemiri--
Tongseng Kambing #KitaBerbagi,daging kambing--secukupnya Kol--secukupnya Tomat--secukupnya Daun bawang--air--🎃 Bumbu Halus :--siung bawang merah--siung bawang putih--buah kemiri--ketumbar--lada--jinten bubuk--🎃Bumbu kasar :--lembar daun salam--batang sereh--buah kapulaga--buah cengkeh--buah bunga lawang--ruas lengkuas--ruas jahe--🎃 Bumbu perasa :--secukupnya Kecap manis--buah gula merah--Garam--
Tongseng Kambing (dan tips biar ngga tengik) #KitaBerbagi,daging kambing--buah cabai rawit iris tipis--secukupnya Sayur kobis--minyak untuk menumis--secukupnya Kecap--secukupnya Air--batang serai geprek--buah tomat kecil iris jadi 4--siung bawang putih--siung bawang merah--kemiri--ruas jahe--ruang lengkuas--ruas kunyit--Merica--Ketumbar--secukupnya Garam--secukupnya Gula jawa--
Kari Kambing Khas Aceh,kepala kambing/ 1kg daging kambing--labu air--bumbu yg dihaluskan--sesuai selera cabe merah--ketumbar--siung bawang merah--bawang putih siuang--btg serai--jari lengkuas--jari jahe--biji kapulaga--buah pala biji--biji cengkeh--lada hitam--bahan untuk ditumis--btg serai--jari lengkuas--kayu manis--bunga lawang biji--genggam daun kari--bahan lain--santan dari kelapa--
Rica Kambing #KitaBerbagi,daging kambing--siung bawang merah--siung bawang putih--merica--buah kemiri--buah cabe rawit--Secukupnya garam--Secukupnya kecap manis--gula merah--buah nanas parut--
Krengseng daging kambing,Daging kambing--Bawang merah--Bawang putih--Cabe--Tomat--Kecap--Penyedap rasa--
Tongseng Kambing Jeletot,Daging Kambing (potong dadu)--liter Air--siung Bawang putih--merica butiran--butir kemiri--siung Bawang Merah--jempol jahe--jempol kunyit--lembar daun salam--batang sereh--buah tomat (jika mau)--kol/kubis (jika mau)--cabe rawit--sesuai selera gula--secukupnya garam--sedikit Penyedap--Secukupnya Kecap manis--Merica bubuk (ladaku)--secukupnya Minyak untuk menumis--
Semur merah daging kambing,"daging kambing,,rebus--secukupnya Kecap manis Bango--Bumbu halus--siung bawang putih--siung bawang merah--buah cabe merah keriting--buah cabe rawit merah--gram merica--Sedikit jahe (sebesar jempol tangan)--butir kemiri--Bahan iris utk tumis--buah bawang Bombay--siung bawang putih--siung bawang merah--"
Tongseng kambing praktis, daging dan jeroan kambing (bisa diganti sapi)--secukupnya Kol--buah cabe rawit merah (bisa ditambah sesuai selera)--siung bawang putih--siung bawang merah--tomat--lbr daun jeruk wangi--ruas jahe di keprek--secukupnya Garam dan gula--sachet Kaldu sapi bubuk--secukupnya Minyak untuk menumis--kecap manis--air panas--
Bistik kambing#kita berbagi,daging kambing--biji kentang--Bumbu:--siung bawang putih--siung bawang merah--pala bubuk--merica bubuk--biji tomat diiris--kecap bango--secukupnya garam--margarin untuk menumis--
Gulai Kambing Khas Trenggalek Jawatimur,Kambing--buah kelapa--siung bawang merah--siung bawang putih--ruas kunyit--kemiri--ketumbar--ruas kunci--ruas jahe--ruas lengkuas--sesuai selera Garam dan gula--Bahan tambahan (daun jeruk & minyak goreng)--
Tongseng kambing special idul adha (Tanpa bau),"daging kambing--bumbu:::--butir bawang merah--siung bawang putih--buah cabe rawit (bisa dikurang atau ditambah sesuai selera)--buah cabe merah besar--buah tomat--jahe (geprek)--Secukupnya Kecap manis (Secukupnya)--Lada--sedikit Kaldu rasa sapi--Sesuai selera Gula--Secukupnya Garam--Minyak--3,gelas kecil Air--"
Gule kambing simple #kitaBerbagi,daging kambing iris--siung bawang putih haluskan--buah tomat iris tipis--batang serei geprek--laos geprek--jahe geprek--lembar daun salam--lembar daun jeruk--ruas Kayu manis--bumbu gule bubuk--susu cair fullcream(saya tambah susu biar creamy)--sesuai selera Gula--Secukupnya Garam--sedikit Penyedap--Secukupnya parutan nanas--
SOP KAMBING #kitaberbagi,"kaki kambing--daging dan tulang iga--ruas jahe, geprek--bawang merah--bawang putih--cabe merah (saya cabe rawit merah)--merica--bawang bombay, iris halus--Bahan pelengkap :--bunga lawang--cengkeh--kayu manis--secukupnya Garam--btg daun bawang--tomat cherry belah (jika tidak ada tomat belah 4)--btg daun sop--bawang merah, kupas dan geprek--wortel, potong sesuai selera--kentang, belah 4--Pelengkap sop :--sesuai selera Sambal cabe rawit--secukupnya Kecap--buah jeruk nipis Potongan--secukupnya Bawang goreng--"
Kambing tempe pedas hari raya idul adha. Enak dan simpel!,gram Daging kambing--potong Tempe--buah Bawang Bombay--buah Bawang Merah--buah Bawang Putih--buah Cabe Rawit--secukupnya  Garam--Secukupnya Gula jawa--lembar Daun jeruk--buah Air lemon--Lada hitam--Saus tiram--Secukupnya Kecap manis--Secukupnya Minyak goreng--kuntum Brokoli--bonggol Jagung manis--buah Wortel--
Sate Kambing Bumbu Kecap Sederhana #KitaBerbagi,"daging kambing, potong kotak--Secukupnya kecap manis--Secukupnya lada bubuk--buah tomat, iris tipis--buah cabe rawit hijau, iris--siung bawang merah, iris tipis--potong nanas--bungkus kecil margarin--Secukupnya tusuk sate--"
Sate Kambing,"Bahan Sate:--Secukupnya kecap (bahan pencelup)--daging kambing--jeruk nipis--Bahan Bumbu:--kacang, goreng--bawang, iris (tanpa digoreng)--bawang merah, iris, goreng--jeruk nipis, peras--secukupnya Kecap--cabe rawit--"
Nasi goreng kebuli kambing #Kitaberbagi,"gram daging kambing bersihkan lalu potong dadu--mangkok jago nasi putih--minyak--mentega (blueband)--kecap manis--buah bawang bombai potong kecil""--Bumbu yang di haluskan:--buah bawang merah--siung bawang putih--buah cabai rawit pedas--buah cabai merah keriting--jahe--lada bubuk--Secukupnya garam--Bumbu pelengkap:--kayu manis--buah jengkeh--buah kapulaga--biji bala keprek--"
Sate kambing bumbu kacang alamadure #KitaBerbagi,daging kambing--Secukupnya tusuk sate--kacang tanah di goreng--secukupnya Kecap manis--secukupnya Minyak goreng untuk menumis--Bumbu yg dihaluskan:--siung bawang merah--siung bawang putih--buah cabe merah--gula pasir--garam--kaldu bubuk rasa sapi--Bumbu untuk olesan:--kecap manis--margarin yg dilelehkan--garam--lada--
Pizza Kambing homemade #KitaBerbagi,"tepung terigu (adanya segitiga biru, cakra lbagus)--fermipan--gula pasir--garam--air hangat--butir telur ayam--margarin--bahan saus :--butir bawang bombay potong kotak kecil--siung bawang putih, keprek lalu cincang halus--buah tomat potong dadu kecil--buah cabe merah keriting, potong2--buah cabai hijau, potong2--Secukupnya saos sambel, saos tomat, lada bubuk, gula, garam, penyedap--toping:--ons daging kambing  (kiraaja), rebus dg gula garam potong2--buah sosis sapi, potong2--bgks crab stik flavour,potong2--siung bawang bombay potong memanjang--buah cabe merah (buang biji), potong2--buah cabe hijau (buang biji) potong2--secukupnya keju mozalla (saya pakenya kra** quickmelt)--(note : cabe sebagai ganti paprika, krn g punya paprika)--"
Sate kambing bumbu rujak,"(daging kambing)--Bawang merah--Bawang putih--Kemiri--Laos--Kunir--Jahe--Daun jeruk--Lombok merah--Lombok kecil--Masako, gula dan mentega--"
Krengsengan daging kambing.#kita berbagi,daging kambing--Bumbu irisan :--siung  bawang putih--siung  bawang merah--buah  cabe rawit merah dan ijo--buah  tomat ijo--btg  bawang daun--ruas buku  jahe dan irisan lengkuas--Bahan lain:-- aer asem-- kecap--Secukupnya Gula merah--Secukupnya Rocyo dan garam--lmbar  daun salam dan btg serai di geprek--
Asem daging kambing,gram daging kambing--buah tomat diiris--siung bawang merah diiris--siung bawang putih diiris--buah cabe rawit merah utuh--lbr daun salam--ruas jahe digeprek--ruas lengkuas--sesuai selera asem jawa--air cuka--
Kambing pedas mantap #kitaberbagi,daging kambing--buah Cabe rawit--siung bawang merah--siung bawang putih--buah tomat--asam jawa--lmbr daun jeruk--gula merah serut--Secukupnya kecap bangau--Secukupnya gula pasir--Secukupnya garam--Secukupnya royco--lada bubuk (bisa skip)--bubuk kayu manis (bisa skip)--pala bubuk (bisa skip)--
Tongseng Kambing,Daging Kambing--siung Bawang Putih--Ketumbar Bubuk--secukupnya Merica--secukupnya Kecap--Minyak goreng--
"Sosis solo gurih daging kambing,kulit roti tawar 😍😍",Untuk kulit:--lbr roti tawar (sy pake sari roti)--butir telur--Secukupnya Tepung panir--Untuk isian:--Daging kambing rebus--siung bawang merag--siung bawang putih--Merica--Ketumbar--secukupnya Garam--Secukupnya Minyak goreng--
Sate kambing bumbu kecap#kitaberbagi,daging kambing--sedikit lemak--secukupnya tusuk sate--beberapa lembar daun pepaya (saya pki pepaya jepang dari halaman--bahan perendam--buah bawang putih haluskan--mentega--kecap--minyak goreng--bumbu kecap--buah cabe rawit merah/hijau--buah tomat potong dadu--secukupnya lada--seiris jeruk nipis--2-kecap--buah bawang merah iris--
Tongseng kambing santan,"daging n tulang kambing,q campur jeroan jg--gls santan encer--lbr Daun salam--buah Bawang merah--siung Bawang putih--ruas Jahe--ruas Lengkuas--lembar Daun salam--batang Serai--Sesuai selera cabai rawit n tomat Irisan--Secukupnya Kecap--Secukupnya Minyak goreng--Secukupnya Gula jawa n garam--"
Nasi goreng kambing #kitaberbagi,"mangkuk nasi dingin--daging kambing rebus, potong kecil²--Irisan daun bawang secukupnya--Bawang bombai uk kecil, potong melintang, tumis sebentar--siung bawang merah--siung bawang putih--cabe merah--Merica bubuk--secukupnya Garam dan kaldu Sapi bubuk--secukupnya Kecap manis--Pelengkap :--Emping goreng--Acar timun wortel--Bawang goreng--Tomat iris + daun slada--"
Sop kambing qurban,Daging kambing kira2--Wortel--secukupnya Kol--btg Daun bawang--Daun seledri--secukupnya Garam--Sedikit mecin--Cuka--Tomat diiris--Taburan bawang goreng--bawang merah--bawang putih--Lada--Untuk sambal diulek :--cabe rawit--cabe merah keriting--tomat--Garam--
#kitaberbagi oseng kambing,"gram daging kambing, potong dadu--gram kol, potong kasar--siung bawang putih, iris halus--buah bawang bombay iris memanjang--buah cabe rawit merah, iris sering--saus tiram--kecap inggris--kecap asin--kecap manis--lembar daun jeruk--jahe, memarkan--Secukup nya garam, gula--Secukupnya minyak--Secukupnya air--"
Oseng daging kambing #KitaBerbagi,"daging kambing dan tulang2--siung bawang merah--siung bawang putih--buah cabe merah kriting--buah cabe rawit merah--kunyit--jahe--ketumbar bubuk--siung bawang bombay iris--secukupnya garam,gula,penyedap rasa,lada--secukupnya kecap manis--lembar salam,sereh,laos,daun jeruk--secukupnya air untuk merebus--secukupnya minyak untk menumis--"
Sop daging kambing #kitaberbagi,"daging dan iga kambing--lmbr daun salam--ruas jahe geprek--btr pala geprek--tomat sedang potong2--btg daun bawang, potong2--btg seledri, simpulkan--secukupnya gula garam kaldu sapi--btr bawang merah--siung bawang putih--merica--"
Daging kambing tanpa bau kambing,daging kambing--Secukupnya Air--secukupnya  Minyak goreng--siung bawang putih--siung bawang merah--sedikit Merica--secukupnya Garam--sesuai selera Kecap manis--Bumbu untuk rebusan daging:--buah jahe--lembar daun jeruk--batang serai--secukupnya Garam--
Sop kambing daun salam#KitaBerbagi,"daging kambing--Air untuk merebus--siung bawang merah--siung Bawang putih ,--buah cabe merah ,-- lada,--ruas  jahe,-- royco,--lbr daun jeruk ,--lbr daun salam--"
Sate kambing,"daging kambing--minyak gr--bawang putih parut/ulek halus--garam--kecap manis--Sambel kecap:--potong kecil Bawang merah, cabe rawit, tomat--secukupnya Kecap manis--buah Jeruk limo (kl suka)--"
Nasi Goreng Kambing #KitaBerbagi,gram daging kambing--piring nasi--siung bawang putih--siung bawang merah--cabe merah besar (boleh ditambah kalau mau pedas)--garam--lada--Minyak utk menggoreng--
Kambing ala Bulgogi,Daging Kambing--Ruas Jahe--sesuai selera Cabe Rawit--Siung Bawang Putih--Siung Bawang Merah--Butir Kemiri--Secukupnya Merica (saya dibanyakin mericanya jadi pedasnya ok)--Secukupnya Ketumbar--Secukupnya garam--sesuai selera Kecap manis--Jeruk Nipis--Wijen Sangrai dan Irisan Daun Bawang Untuk Garnish (Bisa Skip)--
Gule kambing,balungan kambing (iga dan tulang belakang)--babat--Bumbu dasar (haluskan) :--siung bawang putih--siung bawang merah--butir kemiri--jari kelingking jahe--jari kelingking kunyit--Bumbu sangrai :--2-ketumbar--1/2-jinten--2-butir cengkeh--2-jari kelingking kayu manis--2-merica--lembar daun jeruk--batang serai (memarkan)--mangkuk santan (atau sesuai selera)--secukupnya Minyak goreng--secukupnya Garam--secukupnya Gula--
Rica rica kambing,"daging kambing, rebus lalu potong tipis--Bumbu tumbuk 1:--siung Bawang putih--buah Bawang merah--butir Kemiri sangrai--ruas Kunyit--Bumbu tumbuk 2:--Cabe merah keriting--sesuai selera Caber rawit--Rajang halus:--batang sere bagian tengahnya--lembar daun jeruk--batang bawang pre--Bumbu cemplung:--Seruas lengkuas, geprek--Seruas jahe, geprek--batang sere, geprek--lembar daun salam--Segenggam kemangi--buah tomat potong kasar--liter kaldu--secukupnya Gula garam merica--secukupnya Minyak untuk menumis--"
Kambing kecap,sesuai selera Daging kambing potong kecil--siung Bawang putih--sesuai selera Cabe--secukupnya Kecap manis--Saos tiram--Merica--Secukupnya Air--sesuai selera Gula--secukupnya Garam--sachet Penyedap rasa--
Nasi goreng kambing,"sesuai selera Daging kambing yg sudah dipresto. 'Biar empuk','iris kecil2'--piring Nasi putih 'porsi untk orang'--batang daun bawang 'cuci,iris tipis'--buah tomat kecil 'cuci dan iris tipis'--butir telur ayam--Bumbu yg diuleg--siung bawang merah--siung bawang putih--buah cabe rawit--buah cabe merah--Sedikit terasi dan garam--Bahan lain--secukupnya Kecap,boncabe,minyak goreng--"
Tongseng Kambing,Potong - potong :--daging kambing--lembar kubis--wortel--batang daun bawang--tomat kecil--cabe rawit--merica--ruas kunyit--ruas lengkuas--ruas jahe--kemiri sangrai--serai--secukupnya Gula garam--Siapkan juga :--bungkus Santan kara kecil--kecap manis--
Sate kambing Idul Adha 😃😃,"Secukupnya daging kambing--Secukupnya tomat,cabe,kecap,garam,mrica--Secukupnya arang dn tusuk sate--"
Gulai kambing #kitaberbagi,"g daging kambing campur tulang,jeroan klu suka--gelas santan kekentalan sedang--lembar daun kunyit--lembar daun jeruk--lengkuas geprek--batang sereh geprek--kayumanis--butir kapulaga ambil isisnya--butir cengkeh--buah pekak--secukupnya garam,gula--bumbu halus👇--siung bawang merah--siung bawang putih--ketumbar--merica butiran--jintan--kunyit--jahe--butir kemiri--sedikit pala--"
Sate Kambing Praktis #KitaBerbagi,daging kambing--Asam jawa--Garam--buah cabe rawit setan--siung bawang merah--Kecap manis--
Nasi goreng kambing,"daging kambing--5-piring nasi putih--bumbu halus--siung bawang merah--siung bawang putih--jari kunyit--cabe rawit--cabe merah kriting--wadah kecil bumbu gule yg ada di mbaksayur/pasar--Isi bumbu gule (jinten,kapulaga,ketumbar,kayu manis)--bumbu tambahan--Secukupnya kecap--Secukupnya garam--Secukupnya merica bubuk--Minyak untuk menggoreng--pelengkap--Telur--Bawang goreng--"
Sop bening tulang kambing #KitaBerbagi,"tulang kambing/sapi--batang daun bawang,iris--batang seledri,iris--buah tomat,belah 4--lbr daun jeruk,remas--siung bawang merah--siung bawang putih--buah tomat ukuran kecil--bumbu lainnya:--bks penyedap rasa sapi (sya pake masak*)--merica bubuk--minyak untuk menumis--"
Sate kambing/sapi spesial daun jeruk dijamin jogja banget,Bahan utama :-- daging sapi kambing--Bumbu:--siung bawang merah--siung bawang putih--sesuai selera Mrica--biji Kemiri--lirang Gula jawa--sesuai selera Garam--bgks Kecap  ( plastik kecil isi ulang)--secukupnya Mentega--lembar daun jeruk iris tipis--
Sambal Goreng Kambing 🐑🐑 Anti Bau Prengus,gram daging kambing--Bumbu halus 👇--siung Bawang merah--siung Bawang putih--10-biji Cabe merah--sesuai selera Cabe rawit  bisa d skip--biji Tomat merah--lembar Daun salam--batang Sereh simpulkan geprek--secukupnya Garam--Gula pasir--sedikit Penyedap bisa d skip--papan Pete--saset Santan kara  kecil--Secukupnya Air  untuk merebus daging--Secukupnya Minyak goreng untuk menumis--
Sate kambing,daging kambing--siung bawang merah--siung bawang putih--ketumbar--buah kemiri--cabai merah besar--lembar daun jeruk  (iris kecil)--buah gula jawa--kecap manis--merica bubuk--Bahan pelengkap :--buah kol putih--buah tomat--siung bawang merah--sesuai selera cabai rawit--
Tongseng Kambing #KitaBerbagi,"sesuai selera Daging kambing--siung bawang merah--siung bawang putih--kunyit--jahe--butir kemiri--ketumbar--1,  jinten--sesuai selera Cabe merah dan rawit merah (opsional )--lengkoas digeprek--lembar daun salam--lembar daun jeruk--batang sereh geprek--Lada (saya pake ladaku sebungkus)--kecap manis--bgks Santan (saya pake kara kecil sebungkus)--Sayur diiris:--buah kol--buah tomat--batang daun bawang--secukupnya Garam dan penyedap rasa--sesuai selera Gula untuk penyeimbang rasa--secukupnya Minyak untuk menumis--secukupnya Air--"
Semur Daging Kambing Nanas #KitaBerbagi,daging kambing--lengkuas geprek--jahe geprek--lbr daun salam--lbr daun jeruk--buah tomat--nanas--siung bawang putih--siung bawang merah--merica--butir kemiri--buah cabe merah--buah cabe keriting--Garam--Gula putih--Kecap--Minyak untuk menumis--
Sate Kambing Bumbu Kacang #KitaBerbagi,daging kambing--tusuk sate--lembar daun pepaya--Saus untuk memanggang:--kecap--siung bawang putih--garam--minyak sayur--air--Saus Kacang:--kacang--siung bawang putih--bawang merah--cabai rawit--helai daun jeruk--asam jawa--garam--kecap--minyak--
Sate Kambing #KitaBerbagi,gram Daging Kambing--ikat Daun Pepaya--siung Bawang Putih--siung Bawang Merah--Ketumbar--butir Kemiri--merica bubuk--Secukupnya Garam--Secukupnya Tusukan Sate--Untuk olesan:--Margarine--kecap manis--Bahan Sambel Kecap:--Bawang bombay--Cabe Merah--Cabe rawit--bawang merah (boleh skip)--Tomat--Secukupnya Kecap Manis--Secukupnya Jeruk Nipis--
Sate Kambing,daging kambing--Bumbu oles :--Merica--siung bawang putih--siung bawang merah--kecap--Secukupnya garam--potong gula jawa--Tusuk sate--Arang--Sambel kecap :--Merica bubuk--siung bawang merah diiris-iris--buah tomat diiris-iris--buah cabai rawit diiris-iris--secukupnya Kecap--
Rica kepala kambing dan babat,kepala kambing--babat sapi--butir bawang putih--butir bawang merah--cabe rawet--buah cabe merah--ruas jahe--batang serai--lembar daun jeruk--lembar daun salam--secukupnya Kecap manis--bungkus masako sapi--secukupnya Gula jawa--Sedikit mentega untuk menumis--secukupnya Air  untuk merebus--secukupnya Arang  untuk mengarang/ membakar--Sedikit parutan nanas--
Tongseng daging kambing,"Daging kambing--Butir kemiri (di sangrai)--kunyit (di bakar)--buah  bawang putih--buah bawang merah--jahe (di geprek)--ketumbar--ataw  merica bubuk--pelengkap :--buah Serai (di memarkan)--Lengkuas (di memar kan)--buah Daun salam--1,liter air santan dari buah kelapa--tahap akhir :--buah Bawang putih (di iris)--buah Cabe rawit merah diiris (jika ingin lpedas bisa di tambah)--Lembar kol ataw kubis di iris-iris--buah Tomat di potong--"
🐏Krengsengan Kambing🐏,🐏Bahan 🐏--daging kambing (cuci bersih lalu rendam dengan jeruk nipis)--🐏Bumbu halus🐏--siung bawang merah--siung bawang putih--ruas jahe--merica (aku pakai ladaku)--gula merah--air asem jawa--🐏Bumbu Cemplung🐏--petis udang--kecap manis--buah tomat (potong2)--buah cabai hijau (iris miring)--buah cabai merah kecil (iris miring)--garam (secukupnya)--penyedap(secukupnya)--bawang goreng (untuk taburan)--lonjor pete (kupas)--
Kambing saus tiram,daging kambing--buah bawang bombay--buah cabe ijo besar--buah bawang putih cincang--saus tiram--kecap manis--saus cabai--kecap asin--minyak bawang--lada bubuk--penyedap rasa--
Semur Kambing,"daging kambing--buah kentang--siung bawang merah--siung bawang putih--buah cabe merah (bisa ditambah, aku ga suka pedes😂)--buah pala--buah kayu manis--buah tomat ukuran besar--ruas jahe--buah cengkeh--kelabet (opsi)--garam masala (opsi)--bawang putih goreng (opsi)--secukupnya Merica--secukupnya Ketumbar--secukupnya Air asem--secukupnya kecap manis--Garam--Micin atau r*yco--Margarin--Bawang goreng untuk taburan--"
Gulai Kambing,daging kambing--bumbu halus--cabai merah--buah bawang merah--buah bawang putih--sendok teh merica--sendok teh ketumbar--sendok teh kapulaga--kunyit--jahe--lengkuas--kayu manis--bumbu tambahan--batang sere--lembar daun jeruk--lembar daun salam--sachet santan kara--sendok makan gula merah serut--secukupnya garam--secukupnya gula putih--
Daging Kambing Bumbu kecap#KitaBerbagi,daging kambing--batang serih (geprek)--helai daun jeruk sobek2--ruas jari kunyit--ruas jari jahe--sendok teh ketumbar--Secukupnya Merica bubuk--Secukupnya Garam--Secukupnya Masako--secukupnya Kecap--liter air--sendok teh gula pasir--
Kambing Hitam (kambing masak kecap) #KitaBerbagi,daging kambing/sapi--bks kecap bango uk.ml--bks kara uk. ml--secukupnya air untuk merebus--siung bawang merah--siung bawang putih--butir kemiri sangrai--bumbu lainnya:--bks penyedap rasa sapi--merica bubuk--gula pasir--
Roti Dadar Kari Kambing,"daging kambing cincang--batang serai keprak--helai daun jeruk--lembar daun salam--butir kapulaga--ruas jari kayu manis--tangkai cengkeh--bumbu sop lainnya--sendok makan kaldu bubuk non msg--sendok makan penuh garam bukit--2,ons kelapa parut--Bumbu yang dihaluskan:--helai cabe kering (rendam air panas)--sendok teh jintan (rendam air panas)--sendok teh ketumbar (rendam air panas)--tangkai cabe merah--siung bawang merah--siung bawang putih--ruas kunyit--ruas jahe--butir kemiri--tangkai cabe rawit hijau--Bahan Roti:--butir telur--tepung segitiga biru--ruas kunyit. haluskan dan ambil airnya sebagai pewarna--secukupnya Air unt mengaduk--Bahan Rendaman daging kambing dan haluskan:--siung bawang putih--siung jahe--"
Gulai Kambing Idul Adha #KitaBerbagi,"gram daging kambing--batang serai, memarkan--potong lengkuas, memarkan--lembar daun jeruk--cabai merah--siung bawang merah--siung bawang putih--ketumbar--merica--lembar daun salam--ruas kunyit--ruas jahe--kemiri--gula--garam--santan dari setengah butir kelapa--"
Tongseng Kambing solo,gram daging kambing/jeroan--Bumbu--siung bawang merah--siung bawang putih--cabe rawit--cabe besar--ruas kunyit--ruas jahe--ladaku--kecap bango--Kol--buah tomat--lembar Daun jeruk--lembar daun salam--ruas jari laos--bawang goreng--
Gulai daging kambing + balungan kambing #KitaBerbagi,"Daging kambing + tulang kambing presto 20mnt--Santan--Bawang merah--bawang putih--kemiri--ketumbar--jinten--jahe--laos--kunyit--cabe merah--cabe rawit--serai--Kencur--Smua bumbu haluskan kemudian ditumis hingga harum--Bumbu cemplung :--Daun jeruk--Garam, penyedap,gula--bungkus bumbu bamboe Gule--"
Daging kambing pedas😀,daging kambing--lengkoas di geprek--batang  sereh di geprek--lembar daun jeruk--lembar daun salam--ruas kunyit--biji cabe merah--biji cabe rawit--santan kara--siung bawang merah--siung bawang putih--biji kemiri--secukupnya lada--buah kentang--bawang goreng untuk. taburan--sedikit jahe--secukupnya ketumbar--secukupnya gula jawa--sedikit blue band--garam--royko--gula putih--
Sate kambing #kitaberbagi,"daging kambing (potong susuai selera, tipis lebih empuk)--ketumbar--siung bawang putih--siung bawang merah--lembar daun jeruk--ons gula jawa--Kecap bang*--Garam sck--"
Daging Kambing Gula Asem 🐐🐐 #kitaberbagi,daging kambing--Bawang bombay--buletan kecil Asam jawa--papan kecil Gula merah--Secukupnya Kecap manis--Secukupnya Bawang goreng--🍀Bumbu--siung bawang putih--siung bawang merah--Secukupnya Garam--Merica bubuk--sedikit Penyedap rasa--
Sate kambing bumbu kecap,"daging kambing potong dadu kecil2--secukupnya kecap bangau--buah cabe rawit iris bulat--buah tomat potong dadu--merica bubuk--secukupnya garam--siung bawang merah--Secukupnya gula merrah iris, trs cairkan--"

