Title,Ingredients
Sate kambing ala jatim,daging kambing yang ada lemaknya tusuk sate lembar daun pepaya botol kecil kecap manis siung bawang merah sesuai selera cabai rawit 
"Kambing Masak Tomat | daging empuk, tidak bau, dan anti ribet","daging kambing, potong-potong tomat, potong dadu kecil buah bawang bombay iris tipis secukupnya Garam, merica, bubuk kayu manis minyak goreng "
Nasi goreng kambing,-nasi yg dingin (nasi sisa kemarin lebih bagus) mangkok daging kambing mentah yg di potong tipis btg kecil kayu manis btr kapulaga btr cengkeh kecap manis secukupnya Garam minyak untuk menumis bumbu halus siung bawang merah siung bawang putih buah cabe merah buah cabe rawit (atay sesuai selera) bks merica bubuk jinten ketumbar kunyit pelengkap Bawang goreng Acar timun Kerupuk 

Rica-rica Daging Kambing,"daging kambing potong dadu ukuran sedang buah cabai rawit merah merica butir kemiri butir bawang merah siung bawang putih batang serai batang jahe ukuran sedang ruas lengkuas (geprek) lembar daun salam lembar daun jeruk purut Secukupnya gula jawa, garam, dan kecap manis buah tomat hijau batang daun bawang (boleh skip), sesuai selera "
 Tengkleng Iga Kambing,"kurleb iga kambing Santan instan Secukupnya air Secukupnya minyak goreng bumbu daun dan geprek batang sereh Seruas jari lengkuas Seruas jari jahe lembar daun salam lembar daun jeruk butir cengkeh ruas jari kayu manis bumbu halus butir bawang merah siung bawang putih butir kemiri Secukupnya cabai ruas jari kunyit Seruas jari jahe ketumbar Secukupnya garam, kaldu bubuk dan gula merah lada bubuk pala bubuk pelengkap Secukupnya bawang goreng "
Nasi kebuli kambing,"daging kambing (potong dadu) gelas takar beras. bersihkan kayu manis butir cengkeh buah bunga lawang buah kapulaga (ambil bijinya) secukupnya lada secukupnya garam secukupnya kaldu jamur sachet bumbu kare instan *bumbu halus** minyak goreng siung bawang merah siung bawang putih kunyit ketumbar *pelengkap** telur dadar, emping goreng, bawang goreng "
Nasi Kebuli Kambing idul adha,daging kambing air santan (setengah santan kara yg segitiga) cup beras biasa Bumbu halus : bawang merah bawang putih ruas kunyit Bumbu halus : kapulaga (isinya saja) bunga lawang jintan lada bubuk ketumbar garam kayu manis bumbu kare instan gula pasir masako minyak goreng mentega 
Tongseng kambing pedas," daging kambing buah Bawang bombai, jahe, salam, garam buah tomat, potong kotak kol, rajang kasar kecap manis saus tiram Mentega untuk menumis siung bawang putih, btr kemiri sangrai Kunyit seujung jari, garam, merica,royco sapi, gulput siung bawang merah iris tipis cabe merah kriting iris rawit domba, iris lengkuas, daun jeruk, serai "
Tumis sayur sate kambing,tusuk sate kambing buah kol iris buah kentang potong kotak lalu goreng Seledri iris halus btg bawang pre iris serong siung bawang putih iris tipis siung bawang merah iris tipis ruas jari jahe iris tipis btg serre geprek buah cabe merah buah cabe rawit Secukupnya garam gula kaldu bubuk 
Sate kambing solo sambal kecap,"daging kambing lemak kambing (saya ga pakai) merica bubuk garam kecap manis minyak goreng Tusuk sate secukupnya buah tomat uk sedang, potong bagian butir bawang merah, iris buah cabe rawit merah, potong merica bubuk kecap manis "
Tongseng Kambing Empuk,",daging kambing bumbu tongseng beli dipasar garam scukupnya gula bks royco sapi buah nanas parut bks santan kara air buah caberawit merah bawang goreng butir kobis iris minyak untuk menumis "
Gule (becek) kambing khas Tulungagung,daging kambing beserta tulang sumsum nya siung bawang merah siung bawang putih ruas jari jahe ruas jari lengkuas ruas jari kencur ruas jari kunyit jari telunjuk kunci Batang serai - geprek bubuk ketumbar butir kemiri lembar daun jeruk buah tomat Air untuk merebus kambing (sesuaikan) Garam secukupnya Minyak goreng Cabai rawit yg direbus untuk pelengkap sajian Jeruk nipis untuk pelengkap Kecap untuk pelengkap 
Tongseng Kambing,daging kambing butir bawang merah siung bawang putih buah cabai rawit merah lembar daun kol potong agak lebar/sesuai selera gelas belimbing santan kelapa batang daun bawang buah tomat lembar daun salam butir kemiri ruas lengkuas jari kunyit ruas jahe batang serai lembar daun jeruk purut Secukupnya garam Secukupnya gula jawa Secukupnya penyedap (boleh skip) 
Tongseng Kambing,"iga kambing, potong buah tomat batang daun pre mangkok kol, potong cabe rawit santan kara sachet siung bawang putih siung bawang merah cabe rawit cabe keriting kemiri ruas kunyit ketumbar merica lembar Daun salam lembar daun jeruk ruas jahe, geprek ruas lengkuas, geprek cengkeh potong kayu manis batang sereh, geprek Garam Gula Kecap manis Minyak untuk memumis secukupnya Air "
Tongseng Iga Kambing,gram iga kambing lembar daun kool/kobis buah tomat segar ukuran besar (potong) siung bawang putih siung bawang merah butir kemiri jintan ruas jari jahe ruas kunyit Seujung pala Ketumbar buah sereh memarkan lembar daun salam lembar daun jeruk (sobek) santan kara kecap manis gula merah secukupnya Garam secukupnya Lada bubuk .air utk merebus daging Minyak goreng (menumis) 
Tengkleng (sup kambing),"gram Jeroan kambing potong sesuai selera gram Daging kambing muda dipotong kotak – kotak gram Iga kambing dipotong kotak kotak lembar Daun salam, lembar Daun jeruk Lengkuas dimemarkan, Jahe batang Sereh dimemarkan, butir Bawang merah Kunyit, sendok teh Ketumbar Bumbu halus ## siung Bawang putih, buah Cabai merah besar, secukupnya Bawang merah goreng "
Sate Kambing Empuk,"gram daging kambing, buang lemaknya ⚘Bumbu Halus untuk dilumurkan daging⚘: Bawang putih Ketumbar bongkah Gula Merah buah Asam Jawa Secukupnya Garam ⚘Olesan Saat Dibakar⚘Kecap Bango Air Minyak Goreng ⚘Pelengkap ⚘buah Tomat Bawang merah Cabe Rawit, iris "
Daging Kambing Tumis,"sesuai selera Daging kambing, (direbus smp empuk), potong Cabe Merah (sesuai selera) Cabe Rawit (sesuai selera) Bawang Merah (sesuai selera) Bawang Putih (sesuai selera) Bawang Bombay (sesuai selera) Belimbing Wuluh/ Besi (secukupnya, klo tll bnyk jd asam) Daun Salam (-lembar) Minyak goreng (secukupnya) Garam (secukupnya) Penyedap rasa/ vetsin (secukupnya) "
Lamb cop/steak kambing,steak Kambing Sos tiram Sos lada hitam Garam Bawang putih halus Mentega Lada hitam T.jagung (sikp jg bole) Jpn wortel Brokoli 
Kroket daging kambing tips agar kambing ga bau prengus,"tepung kentang secukupnya Air panas kaldu bubuk atau garam butir kuning telur merica bubuk (boleh kurang) Sedikiiit aja pala bubuk daging kambing rebus cincang batang kecil seledri batang kecil daun bawang (ambil daun ijonya aja) buah wortel potong kotak kecil tepung terigu margarin untuk menumis keju parut (boleh skip) air (boleh ganti susu cair) bawang bombay, iris halus siung bawang putih, cincang merica bubuk Secuil pala, haluskan (pala bubuk) secukupnya Garam buah cabe rawit, cincang (boleh skip) putih telur secukupnya Tepung roti "
Tongseng Kambing,daging kambing iga kambing air garam lada Secukupnya minyak goreng lembar daun salam lembar daun jeruk ruas lengkuas batang sereh batang kayu manis buah cengkeh buah tomat buah cabe rawit lembar kol siung bawang putih buah bawang bombay Secukupnya gula merah kecap manis bawang merah bawang putih ketumbar buah kemiri ruas kecil kunyit ruas kecil jahe buah cabe merah keriting 
Tongseng Kambing,"gram daging kambing, potong dadu rebus dgn air asam jawa .air batang serai, memarkan lembar daun salam jahe, memarkan ibu jari lengkuas, memarkan kol, iris buah tomat hijau (bisa ganti tomat merah) buah cabai rawit merah utuh santan instan kecap manis, garam, gula, penyedap (saya : royco) siung bawang merah siung bawang putih buah kemiri, sangrai jahe kunyit, bakar ketumbar "
Sayur asem tulang kambing,tulang kambing bahan-Kacang panjang Kacang tanah Daun melinjo Melinjo Labu siam Jagung cabai merah keriting cabai rawit merah bawang merah asam jawa ruas asam mentah secukupnya Gula merah 
Kambing Goreng Kecap,daging kambing (potong-potong) Sekerat kunyit buah bawang putih (haluskan) buah bawang putih (iris tipis) ketumbar bubuk lada bubuk Secukupnya garam Secukupnya penyedap rasa (Royco) lembar daun jeruk cangkir Minyak goreng kecap manis (sesuai selera) buah bawang merah (iris tipis) buah cabai merah (iris) buah cabai rawit merah (iris) Secukupnya garam dan penyedap 
Sate kambing manis gurih,Daging kambing Minyak goreng Kecap Mentega Tusuk sate 
Rica rica daging kambing,daging kambing bj bawang merah bawang putih kemiri sendok ketumbar sendok merica garam gula pasir sereh jahe lengkuas 
Tongseng Kambing,"Gram Daging Kambing buah Kol/kubis buah Santan Instan buah Tomat helai Daun bawang Ulekan bumbu buah bawang merah buah bawang putih biji kemiri secukupnya Ketumbar dan merica buah Cabe Kriting buah Cabe Jablay (Ini fersi pedass) buah Kunyit Geprek Lengkuas, sereh, jahe lembar Daun Salam lembar daun jeruk "
Marak kambing,"daging kambing biji bawang bombay (rajang) siung bawang putih (rajang) siung bawang merah (rajang) jari jahe (rajang) jari kunir (rajang) merica bubuk Kayu manis,cengkeh,kapulaga,garam biji tomat segar "
Nasi Goreng Kambing,mangkuk nasi putih secukupnya daging kambing butir telur buah bawang putih buah bawang merah bauh cabe rawit secukupnya kecap manis secukupnya garam dan penyedap minyak secukupnya untuk menumis kubis secukupnya buat lalapan 
Tongseng kambing,daging dan tulang kambing Kol iris memanjang potong dadu Tomat potong dadu Kentang Jeruk nipis potong pipih buah Daun Salam buah Daun jeruk Sereh geprek Kecap santan dari buah kelapa buah kemiri siung bawang merah siung bawang putih jintan ruas kayu manis ruas kunyit ruas lengkoas 
Sambalado ati kambing,"hati kambing, rebus bersama: lembar daun salam, lembar daun jeruk, ruas jahe dan batang serai dimemarkan secukupnya Minyak goreng Bumbu sambal goreng (direbus& ulek): cabe merah biji cabe rawit caplak siung bawang merah siung bawang putih butir kemiri, goreng sebentar terasi medan, goreng sebentar buah tomat, ukuran besar Secukupna garam, gula pasir, kaldu jamur, asam jawa "
Tongseng Daging Kambing Sederhana,"Daging kambing kubis lembar daun jeruk lembar daun salam laos, geprek sereh, geprek garam gula merah / gula biasa kecap manis minyak bawang putih bawang merah kunyit jahe kemiri ketumbar cabe rawit "
Tongseng kambing simple,daging kambing kol dr bulat kol buah tomat siung bawang putih siung bawang merah btg sereh (keprek) lembar daun salam jahe kunyit buah cabe rawit merah lada bubuk ketumbar butir kemiri kecap bango bungkus santan kara garam Secukupnya penyedap jinten Secukupnya minyak untuk menumis Secukupnya air untuk merebus 
Tongseng Kambing,"gram daging kambing lembar daun jeruk, sobek sobek jahe, geprek ruas lengkuas, geprek ruas jehe, geprek lembar daun salam lembar daun jeruk batang serai, geprek buah bunga pekak buah kapulaga lembar daun kol buah tomat belah kecap manis sesuai selera Garam, guka dan penyedap siung bawang merah siung bawang putih buah cabe keriting merah jinten bubuk "
Sate kambing,Daging kambing siung bawang putih bawang merah butir kemiri garam gula buah cabe rawet kacang tanah (di goreng lalu di blender) lembar Daun jeruk secukupnya Kecap manis 
Sup Kambing,Daging Kambing Potong Dadu Bawang Goreng Wortel Kol Putih Buncis Tomat Merah Daun Bawang Seledri Siung Bawang Putih Lada Bubuk Biji Pala Secukupnya Garam Secukupnya Gula Pasir Secukupnya Air secukupnya Margarin 
 Sate Kambing Goreng Lada Hitam," gram daging kambing Bawang Merah,haluskan Bawang Putih,haluskan merica bubuk ketumbar,sangrai lalu haluskan kecap manis bango air bawang putih geprek,cincang halus bawang bombay, iris tipis lada hitam kecap manis gula merah sisir halus garam kaldu jamur -air buah Tomat, iris potong dadu Cabe rawit secukup nya "
Nasi goreng kari kambing,"daging kambing iris tipis"" siram air mendidih sisihkan bumbu kari bubuk bumbu dasar garm piring nasi secukupnya penyedap bila suka mentega buah bawang Bombay pelengkap emping secukupnya (stok emping lg abis yg ada kerupuk) "
Gule kambing gurih,iga kambing lt air untuk merebus sct bumbu gule siap pakai sct susu kental manis putih margarin santan kara bj cabe merah buang biji (rebus lalu blender) secukupnya garam dan penyedap 
Nasi Goreng Kambing ala Kebon Sirih,"piring nasi dingin (saya piring) daging kambing (saya gr), potong-potong dadu butir telur diorak arik (resep asli tidak ada) batang kecil kayu manis (saya panjang lebar /cm) bubuk kari (saya pakai bumbu indofood kari pasta) siung bawang merah (saya siung) siung bawang putih (saya siung) jintan (saya sdm) adas (saya gak pakai karena lagi gak punya) ketumbar (,ketumbar) buah kapulaga buah cengkeh merica Secukupnya kecap manis, garam, gula, air, dan minyak goreng "
Tongseng Daging Kambing,"gram Daging kambing, potong buah tomat lembar daun salam batang sereh, geprek ruas jahe, geprek euas lengkuas, geprek santan dari butir kelapa kol, potong buah cabai rawit merah Kecap manis Lada bubuk Penyedap royco secukupnya Garam dan gula merah "
Tongseng kambing non santan,"bahan - bahan yang di halus kan,siung bawang merah siung bawang putih siung jahe butir kemiri cabe merah keriting cabe merah rawit (sesuai selera kalau suka pedas) bahan - bahan lainnya,daging kambing sachet masako rasa sapi garam (secukupnya) buah jeruk lemon air batang sereh lembar daun jeruk lembar daun salam minyak sayur buah tomat "
Pindang kambing ala khambec,secukupnya Siapkan daging kambing Belilah bumbu dapur di pasar yang sudah langsung dihaluskan. ada di pasar biasanya yg sudah diblender Bumbu dapur sendiri sereh Jahe Cabe Tomat Daun salam Batang sereh Bawang merah Bawang putih Kunyit Garam Gula Penyedap rasa secukupnya Air secukupnya Minyak makan 
Tongseng Kambing (Instant Pot),"Bahan// lb daging kambing/lamb, rebus matang (Saya dengan air, jahe & daun salam L santan air ibu jari lengkuas atau bubuk batang serai memarkan lembar daun salam batang daun bawang, potong kasar buah tomat kol/kubis Iris tipis buah cabai rawit merah, potong cm sendok makan kecap manis buah bawang merah atau bawang bombay, iris tipis Minyak untuk menumis bawang merah goreng siung bawang putih atau bubuk butir bawang merah atau onion bubuk sendok teh merica buah kemiri, sangrai kunyit, bakar atau kunyit bubuk sendok teh garam sendok makan gula pasir sendok teh ketumbar "
Nasi Goreng Kambing,"piring nasi daging kambing atau sapi batang kecil kayu manis bubuk kari siung bawang merah siung bawang putih jintan adas (sy skip karena nggak punya) ketumbar Buah kapulaga buah cengkeh merica Secukupnya kecap manis Secukupnya garam, gula Sedikit air cabe rawit merah (tambahan sy) Buah pekak (tambahan saya) "
Tongseng Daging Kambing,"Daging kambing buah tomat buah daun salam batang serai, digeprek ruas jahe ruas lengkuas butir kemiri buah santan instan kol, potong buah Cabai rawit merah Kecap manis Garam, gula pasir, kaldu bubuk, lada bubuk siung bawang merah siung bawang putih buah cabai merah keriting ruas kunyit butir kemiri sangrai secukupnya Ketumbar "
Sop Kambing,"daging lemak, tulang kambing Wortel Daun bawang, seledri potong buah tomat buah cengkeh buah kapulaga buah bunga lawang kayu manis Air untuk kuah saya ga ngitung berapa Bumbu halus = siung bawang merah siung bawang putih ruas jahe ruas lengkuas Secukupnya = Gula Garam Penyedap rasa Minya untuk menumis "
Tongseng Kambing No Ribet,"daging kambing (sesuai selera, kl saya campurr semua dah) siung bawang merah siung bawang putih butir ketumbar buah cabe rawit secukupnya Jahe ruas serai, geprek helai daun salam Gula, garam, kecap manis buah tomat tangkai daun bawang "
Daging kambing tumis,daging kambing Bawang putih Bawang merah Lengkuas Merica Daun srek 
Gulai Kambing Special,g daging kambing daun salam daun jeruk kayu manis cengkeh batang sereh cabe rawit utuh santan kara bungkus bumbu gulai (indofood) ±kecap manis (tergantung selera) air bawang merah besar bawang putih jintan kunyit halus butir kemiri utuh lengkuas jahe pala ketumbar 
Gulai kambing ala momz rafbyan,"daging kambing yang ada tulangnya santan bungkus kara air lembar daun jeruk lembar daun salam Kayu manis secukupnya Gula pasir, garam, penyedap rasa Bawang goreng Minyak secukupnya untuk menumis siung bawang putih siung bawang merah buah cabe merah ibu jari kunyit Pala sedikit saja ketumbar buah kemiri ibu jari lengkuas ibu jari jahe buah sere yang putihnya saja "
Sate Daging Sapi/Kambing Happy Call,daging sapi/kambing sachet kecap bango gandu gula merah siung bawang merah siung bawang putih garam ketumbar bubuk merica ruas kunyit penyedap rasa sapi buah cabai rawit sachet Mentega Bumbu pecel yang sudah jadi Tusuk sate Siapkan Happy Call untuk memanggang 
Bakso kambing,daging kambing iris kecil bawang goreng siung bawang putih dihaluskan bersama mrica garam bks masako btr telur bawang preh baking powder kanji 
Gulai kambing,"jerohan kambing bungkus santan kara lembar daun jeruk batang Sereh,geprek ruas Laos,geprek batang kayu manis biji cengkeh lembar daun salam sing bawang merah siung bawang putih buah cabe keriting merica ketumbar jinten butir kemiri ruas jahe kunyit Garam Gula Penyedap "
Krengsengan Kambing Merah,ons daging kambing Bumbu halus siung bawang merah siung bawang putih jahe buah cabe merah merica Bahan pelengkap kecap manis kayu manis saus tiram secukupnya Gula garam buah tomat ukuran kecil 
Nasi Goreng Kambing Rempah,"daging kambing, potong kecil-kecil lemak kambing, potong kecil-kecil piring nasi putih sendok minyak zaitun sendok teh jintan sendok teh adas manis bunga lawang kayumanis kapulaga hijau buah cengkeh sendok teh lada putih sendok teh gula sendok teh Royco sesuai selera Garam "
Daging Kambing bumbu Rica Rica,"daging kambing cabe rawit butir bawang merah butir bawang putih butir kemiri secukupnya jahe,lengkuas,kunyit (dikiraaja) lmbar daun jeruk btg daun serai lmbar daun kunyit lmbar kecil daun pandan btang daun bawang butir tomat ikat daun kemangi secukupnya garam gula dan kaldu bubuk (gk boleh sebutin merek :D) "
Roti Jala Kare Kambing,Bahan roti terigu serbaguna mentega (cairkan) garam susu bubuk butir telur air matang (bisa ditambah jika masih kekentalan) Bahan kare daging kambing siung bawang putih siung bawang merah cabai merah besar cabai merah keriting (selera ukur kepedasan yg diinginkan) butir kemiri merica Secukupnya ketumbar bumbu kare kambing (saya beli di pasar tradisional) ruas lengkuas ruas jahe ruas kunyit batang sereh lembar daun salam lembar daun jeruk Secukupnya cengkih Secukupnya bunga lawang Secukupnya jinten butir kelapa parut ambil kanilnya saja secukupnya Air Secukupnya pala bubuk gula pasir 
Sate Kambing,Daging Kambing Kurban Siung Bawang Putih Siung Bawang Merah Kemiri Ketumbar Garam (secukupnya) Kecap Manis Lada Bubuk Blueband 
Tongseng Kambing Cabe Merah (Tanpa Santan),daging kambing genggam potongan kol buah tomat merah uk.sedang siung bawang merah siung bawang putih buah kemiri buah cabe keriting merah buah cabe rawit merah (sesuai selera pedas) jahe buah daun jeruk buah serai (geprek) bubuk kari merica bubuk (boleh tambah/ kurangi) gula pasir kecap manis (saya bango) kaldu penyedap (saya royco) garam (boleh kurangi/tambah sesuai selera) Minyak goreng Secukupnya air (saya kisar) 
Kambing Oven,"paha kambing mentega air minyak goreng kecap manis siung bawang putih haluskan merica bubuk jahe haluskan garam gula pasir Bahan Sambal kecap,kacang tanah kulit, digoreng dicincang kasar bawang merah iris halus buah cabe rawit iris halus kecap manis air jeruk limau "
 Nasgor Kambing sederhana ala Dapur Fitri,"gram Nasi putih gram Daging kambing muda batang Daun bawang, iris siung Bawang putih cincang buah Cabe keriting, iris halus Lada hitam bubuk Garam Margarine Minyak goreng Acar dan kerupuk emping "
Gulai kambing tanpa santan,"tetelan kambing siung bawang merah siung bawang putih ruas kunyit butir kemiri Bumbu yang langsung dimasukkan ruas jahe digeprek ruas lengkuas digeprek batang sereh digeprek lembar daun salam lembar daun jeruk sendok ketumbar sendok merica sesuai selera Garam, Gula, penyedap rasa sendok pala "
Garang asam kambing,daging kambing buah cabe rawit merah buah tomat potong kotak asem jawa air lt air untuk merebus daging lembar daun salam batang sereh geprek garam gula pasir kaldu bubuk (sy rasa sapi) Secukupnya minyak goreng untuk menumis Secukupnya air sisa rebusan daging siung bawang merah siung bawang putih ruas kunyit ruas jahe Sejempol lengkuas 

Kare Kambing Simpel Mudah,Daging Kambing Campur dengan jerohan jg Bumbu Secukupnya air mendidih sampai daging terendam siung bawang putih geprek buah cabe merah gunting serong kencur geprek kunyit geprek jinten cengkeh ketumbar bubuk daun jeruk robek daun salam serai geprek bks santan kara kecil bks kecil bumbu kare BMN (jika ada pakai bubuk kare sj) Secukupnya garam Secukupnya gula Alat Magic Com Pelengkap Bawang Goreng Sambal Terasi 
Nasi Kebuli Kambing,"beras daging kambing santan kental Secukupnya santan encer batang sereh geprek kayu manis butir kapulaga butir cengkeh butir pala kuntum bunga lawang Secukupnya garam dan kaldu bubuk mentega buah bawang bombay cincang minyak untuk menumis buah bawang merah siung bawang putih jahe kunyit jintan merica ketumbar Acar mentimun, bawang goreng dan emping "


Sop Kambing Sayuran,gram daging tulang kambing secukupnya kol secukupnya wortel secukupnya brokoli secukupnya jagung manis secuil kapulaga buah bunga lawang ruas jari kelingking kayu manis secukupnya garam secukupnya gula pasir batang seledri batang daun bawang secukupnya bawang merah goreng siung bawang putih buah kemiri 
Kepala kambing Bumbu Merica,"kepala kambing siung bawang putih merica utuh buah cabe hijau Secukupnya Garam keping gula merah kira kira ons Secukupnya daun jeruk, salam, jahe, lengkuas. Serei Secukupnya Garam buah tomat besar sachet Kaldu sapi bubuk secukupnya Kecap "
Tengkleng tulang kambing,"tulang kambing santan air Secukupnya garam Secukupnya gula jawa Secukupnya penyedap ""Bumbu"" lembar daun salam laos lembar daun jeruk batang serai ruas jahe ruas kunyit ruas jari, kayu manis butir cengkeh buah cabe utuh ☘bumbu halus☘ bawang merah bawang putih butir kemiri ketumbar Merica bubuk "
Sop kambing Idul Adha,"-siung bawang putih (ukuran sedang) daging dan tulang kambing merica butir -jahe (sesuai selera) butir cengkeh kayu manis butir pala Secukupnya Bunga lawang -L air buah wortel buah kentang buah tomat batang Seledri dan bawang daun Secukupnya Garam, gula, penyedap rasa Secukupnya Bawang goreng "
Sop Kambing,potong daging kambing n tulangan buah wortel buletan kol buah tomat secukup nya bawang merah goreng buah kayu manis butir kapolaga sedikit ketumbar dihaluskan butir bawang putih dihaluskan dgn lada halus secukup nya jeruk nipis / limo daun bawang n daun sledri kaldu sapi gula dan garam 
Tongseng Kambing,"Daging Kambing (boleh campur tulang/iga) lembar daun salam ruas jahe (keprek) air masak utk merebus dan menambah kuah (takarannya dikiraaja) minyak untuk menumis Santan kental gula pasir garam halus merica bubuk siung bawang merah siung bawang putih kemiri ruas jahe kunyit garam gula secukupnya merica bubuk secukupnya ketumbar bubuk kecap manis btg sereh lmbr daun salam lmbr daun jeruk lengkuas (keprek) sesuai selera cabe rawit dan cabe hijau rajang miring, "
Semur daging kambing,"gram daging kambing, potong agak tebal kira-kira,cm siung bawang putih siung bawang merah lada hitam, sangrai (selera) butir cengkeh, sangrai (selera) ruas jari jahe ketumbar, sangrai kecap manis (saya pakai kecap Bango) tangkai serai, memarkan lembar daun salam secukupnya kaldu sapi (royco) secukupnya garam secukupnya minyak untuk menumis secukupnya bawang merah goreng untuk taburan "
Soto Balungan Sapi n Kambing Empuk by: Erni Hartanti.Amd,Secukupnya Balungan Sapi Secukupnya Balungan Kambing Secukupnya Babat Kambing empuk Secukupnya Air Sedikit garam Gula pasir bks (gram) Bumbu Soto Ayam Sajiku 
Oseng kambing ala anak kos,Daging kambing Garam Ketumbar Lada bubuk Cabe Bawang merah Bawang putih Bawang bombay Daun bawang Kecap 
Gule kambing,"daging kambing, tulang-tulang lembar daun salam lembar daun jeruk kayu manis batang batang sereh, digeprek secukupnya Air Minyak goreng untuk menumis Cabe rawit merah, kalo mau pedes (optional) secukupnya Gula garam Penyedap rasa (optional) santan kental (saya pake sun kara yg kecil @bks) siung bawang merah siung bawang putih ruas kunyit ruas jahe butir kemiri butir biji pala lada bubuk ketumbar bubuk buah cabe merah keriting Acar timun Bawang merah goreng "
Oseng kacang panjang daging kambing,daging kambing ikat kacang panjang secukupnya Tempe siuang bawang merah siung bawang putih ruas jari lengkuas lembar daun salam buah tomat hijau Lada secukupnya Kecap secukupnya Gula jawa Garam Nanas untuk mengempukkan daging 
Nasi Goreng Kambing,centong nasi bawang merah bawang putih Secukupnya daging kambing Secukupnya bumbu gule lembar daun salam tomat Secukupnya seledri bawang putih bawang merah cabai rawit Secukupnya garam Secukupnya masako 
Krengseng cabe²an kepala kambing,"tetelan kepala kambing, cuci bersih Bumbu halus siung Bawang putih siung Bawang merah Bumbu pelengkap ruas Lengkuas, memarkan ruas Jahe, memarkan batang Serai, memarkan biji Cabe rawit, potong serong biji Cabe merah & Cabe hijau besar, potong serong helai daun salam helai daun jeruk Secukupnya Ale (bisa di ganti petai) Secukupnya kecap manis Secukupnya garam "
Sop Daging Kambing Kuah Bening,daging kambing dan tulang kambing siung bawang putih siung bawang merah lada butir biji pala rempah-butir kapulaga buah kayu manis butir cengkeh butir kembang lawang buah lemon kotak kaldu sapi maggi ruas jahe geprek potong besar daun bawang di potong dadu tomat di garam gula bawang goreng emping 
Sate Kambing Simpel,Daging Kambing (potong dadu) siung bawang putih ketumbar sachet kecap Ba*go uk kecil secukupnya garam secukupnya lada bubuk (taburan) 
Nasi goreng kambing,tusuk sate kambing / bs pk daging kambing segar Sepiring penuh nasi putih cabai merah cabai rawit siung bawang merah siung bawang putih kemiri kunyit lada halus btg serai di potong secukupnya Garam kaldu bubuk secukupnya Kecap manis margarin utk menumis 
Sate kambing sambel kecap,daging kambing buah jeruk nipis Tusukan sate Kecap manis bango secukupnya Minyak siung bawang merah buah cabe rawit buah tomat Secukupnya kecap 
Nasgor kambing,porsi nasi putih potongan kambing jinten bumbu gule siung bawang putih biji bawang merah bji cabe merah buah tomat trasi Secukupx garam 
Gule kambing,daging kambing bgks bumbu instan gule Secukupnya bawang merah goreng Secukupnya bawang putih goreng batang daun kucai/pre Secukupnya gula&garam 
Kambing Bumbu Lapis (),"Daging kambing bawang merah bawang putih cabe merah besar cabe rawit (optional bisa dtmbah jika ingin pedas) butir kemiri ketumbar lembar daun salam lembar daun jeruk /Seiris engkuas geprek (dikira-kira aja ya) cm/Seiris jahe geprek bungkus Santan instan (saya paake rosebrand/kara jg bisa) Kecap merica bubuk gula merah (gula merah di iris"", sebnyak sdm) gelas/secukupnya Air secukupnya Garam "

Daging kambing kecap pedas,daging kambing buah bawang merah buah bawang putih butir kemiri ketumbar buah cabe kecil buah cabe merah besar jahe kunyit merica bubuk garam gula penyedap 
Sate kambing bumbu kacang, daging kambing buah jeruk nipis garam Olesan atau celupan siung bawang putih buah kemiri ketumbar kecap manis Saus kacang Sesuai selera cabe rawit siung bawang putih siung bawang merah genggam kacang tanah kupas goreng Secukupnya garam dan gula Pelengkap Secukupnya bawang merah iris tipis Secukupnya tauge kacang hijau 
SOP KAKI KAMBING,Jerohan Kambing secukupnya Tulang kambing air Susu full cream (aq susu ultra full cream) Siung bawang merah Siung bawang putih Sendok teh merica Jahe digeprek Lembar daun salam Tangkai cengkeh Biji kapulaga Kayu manis bubuk Pala bubuk Loncang (iris jgn terlalu halus) Seledri batang (buat ikat simpul) Garam Gula pasir Minyak samin Bawang goreng Emping Tomat (potong kecil) Acar Sambal bawang Kecap 
Tongseng Kambing Dadakan,"gram daging kambing Tulang lembar daun salam lembar daun jeruk siung bawang merah siung bawang putih ruas jahe ruas kunyit butir kemiri sangrai ketumbar sangrai merica kaldu bubuk secukupnya garam ml- air (tergantung selera) santan kental kemasan (bks santan kemasan) kecap manis batang sereh lembar daun salam lembar daun jeruk, sobek"" buah cabe rawit merah utuh buah cabe rawit ijo buah kol, potong"" batang daun bawang, iris tipis buah tomat, potong"" "
Tongseng Kambing,Daging kambing bagian paha Bawang merah Bawang putih Merica Kemiri Cabe merah Cabe rawit Daun salam Daun jeruk Lengkuas Jahe Kayu manis Irisan bawang merah Bawang merah goreng Garam Gula jawa Gula pasir Kecap manis 
Tongseng kambing (no bau),"daging kambing daun salam secukupnya air untuk merebus daging kunyit jahe ketumbar lada siung bawang merah siung bawang putih kemiri lengkuas (di geprek saja) btg sereh (di geprek) daun salam Kol secukupnya (sesuai selera) tomat cabai rawit (iris sesuai selera) secukupnya daun bawang bks kara uk kecil -kecap manis secukupnya garam gula secukupnya (sy tdk pakai MSG,hny mnambahkan gula sdkt) "
Daging kambing nyusss,Daging kambing Bawang putih Bawang merah Merica Ketumbar Garam Jeruk nipis Kecap 
