Title,Ingredients
Ayam dan Tempe Goreng Kunyit,"ekor ayam, potong papan tempe, potong-potong siung bawang putih siung bawang merah ruas jari kunyit ruas jari jahe st ketumbar secukupnya Garam, gula, kaldu jamur (optional),"
Sate ayam,gram dada ayam fillet potdadu siung bawang putih dicincang Minyak kacang Kecap manis (dibender jadi satu) gram kacang tanah cuci lalu goreng buah cabai besar siung bawang putih goreng garam gram gula merah Tusuk sate secukupnya 
Ayam Goreng Madu,Sayap ayam sendok Madu sendok tepung maizena butir telur sendok saus tiram sendok teh Lada hitam 
"Tumis kembang bawang ayam sosis,","kembang bawang ons daging ayam (bagian dada,sisa di kulkas),potong memanjang, buah sosis,potong memanjang, Separo bawang bombay,iris"" buah bawang putih buah cabe rawit buah kemiri, Sedikit garam gula, "
ayam kecap Manis,ayam (yg sudah dicuci bersih) siung bawang merah siung bawang putih buah cabai rawit lembar daun jeruk merica bubuk kepal gula merah ruas jahe (digeprek) Kecap manis (tuangkan agak bnyak seperti membuat semur) secukupnya Garam secukupnya Air Minyak untuk menumis bumbu 
Ayam rica-rica,ekor ayam siung bawang putih cabai merah cabai rawit jahe kemiri ketumbar bubuk merica bubuk lengkuas sereh daun Salam daun jeruk Daun bawang untuk taburan Bawang goreng Tomat secukupnya Kecap manis secukupnya Gula secukupnya Garam 
Ayam bumbu rempah,gram ayam tanpa tulang dipotong kecil buah belimbing sayur dipotong memanjang gram buncis diiris tipis gram cabe rawit gram lengkuas gram jahe batang serai lembar daun salam gram kunyit gram bawang merah gram bawang putih lada halus garam kaldu bubuk (saya pake masako) 
Ayam Geprek,Secukupnya ayam goreng Crispy cabai rawit merah cabai merah keriting siung bawang putih garam gula kaldu bubuk ayam (Sy pakai r.y.c.) jeruk limau Secukupnya minyak goreng Secukupnya lalapan sesuai selera 
Kalio ayam nanas," Nenas muda yg besar (dikupas dan diptng kiracm,ayam kampung (potong, bersihkan),ons cabe giling santan. siung bawang merah siung bawang putih jari jempol jahe jr kelingking kunyit ruas jari laos btng sereh ambil putihnya lembar daun kunyit lembar daun jeruk lmbr salam kemiri gula pasir ketumbar halus. garam. Bumbu penambah rasa klu suka (masako/ royko) Semua bumbu d haluskan kecuali yg daun (dn salam,kunyit, jeruk) "
Tongseng Ayam,dada ayam buah tomat merah buah tomat hijau Daun kol siung bawang merah siung bawang putih ketumbar buah kemiri ruas kunyit ruas jahe batang serai lembar daun salam lembar daun jeruk merica bubuk santan air Secukupnya gula garam Secukupnya kecap manis 
Ayam bacem bumbu bango bacem,bagian paha atas ayam bks bumbu Bango bacem bks royco ayam goreng secukupnya Air siung bawang putih bawang bombay 
Ayam saus pedas,"ayam (potong kecil) Seikat kecil Daun bawang siung bawang putih Saus abc pedas (tambah bila suka lebih pedas) buah Tomat besar Garam, gula, penyedap (bila suka) Air kurang lebih "
Nugget Ayam Sayur,"Daging ayam giling kurang lebih buah Wortel ukuran sedang, parut Tepung oat atau terigu secukupnya Keju cheddar parut butir Telur ayam Susu cair Larutan tepung maizena tambah sedikit air secukupnya daun bawang Irisan siung bawang merah siung bawang putih garam Putih telur tepung roti atau panir untuk melumuri adonan nugget "
Ayam Cabe Garam,dada ayam fillet bungkus tepung bumbu serbaguna sasa buah jeruk nipis siung bawang putih buah cabe rawit buah cabe merah kriting secukupnya garam secukupnya minyak 
Tongseng ayam,ekor ayam bagian paha bagi kecil lembar daun kol buah wortel buah tomat Daun salam batang serai geprek buah cabe rawit utuh Minyak untuk menumis secukupnya Garam secukupnya Kecap manis siung bawang merah siung bawang putih ruas kunyit ruas jahe buah cabe merah buah kemiri Ketumbar Merica 
Garang asam ayam,"sayap ayam batang wortel,potong dadu Seikat kemangi buah tomat siung bawang merah siung bawang putih ruas jahe ruas lengkuas batang serre Beberapa lembar daun salam Garam Gula Penyedap (optional) Blimbing wuluh Cabe hijau "
Bakso ayam keju,dada ayam tanpa kulit (blender smp halus) Keju potongkotak (buat isian) butir telur bungkus agartanpa warna tanpa rasa siung bawang putih siung bawang merah goreng bks ladaku garam Royko rasa ayam 
Ayam bumbu balado,ayam buah cabe merah keriting buah cabe rawit siung bawang putih siung bawang merah buah tomat ukuran sedang Secukupnya gula garam penyedap Minyak goreng 
Ayam Goreng Langsung,ekor ayam bawang putih ketumbar bubuk secukupnya Kaldu jamur sesuai selera Garam sesuai selera Merica cuka Minyak Goreng 
Opor Ayam,ekor ayam santan encer santan kental atau bungkus kara batang serai memarkan lembar daun salam atau daun pandan (optional antara keduanya) lembar daun jeruk buah bawang merah siung bawang putih ketumbar jintan ruas lengkuas biji kemiri merica garam gula 
Ayam goreng bacem bumbu,gram ayam butir bawang putih butir kemiri ketumbar sangrai lembar daun jeruk ruas lemongrass jahe lengkuas secukupnya gula merah secukupnya kecap secukupnya masako secukupnya garam minyak goreng lembar daun salam 
Tengkleng Ayam Khas Solo,"ekor ayam kalasan, tekstur mirip ayam kampung bawang merah bawang putih ruas kunyit kemiri cabe rawit merah cabe merah ketumbar bubuk jintan baby kol, iris panjang tomat hijau uk. Kecil, belah cabe rawit merah, buang buntut lembar daun jeruk, sobek lembar daun salam ruas lengkuas, geprek serai, geprek secukupnya Garam, gula dan merica "
Ayam Tepung,ayam Ayam Lembar Daun Salam Siung Bawang Putih Tepung Bumbu Kentucky Saus Tepung bumbu Kentucky siung Bawang putih Sambal Tomat Saus Tiram Cabai Kering Kecap Asim Gula Garam Penyedap Rasa 
Ayam rica -rica,ekor ayam lembar daun jeruk (dirobek) batang sereh jeruk nipis bumbu halus siung bawang merah siung bawang putih cabe keriting merah buah cabe rawit merah /sesuai selera bubuk kunyit secukupnya garam secukupnya gula secukupnya penyedap jamur/ penyedap rasa ayam 
risoles Mayo Ayam jamur,buah wortel ukuran sedang jamur tiram Daging ayam seukupnya bungkus kulit pangsit bungkus mayumi mayonaise Merica bubuk Gula garam penyedap tepung roti butir telur 
Dimsum Ayam Udang Kukus,gram ayam giling gram udang cincang butir kuning telur Kulit lumpia gram tepung tapioka gram tepung terigu siung bawang putih siung bawang merah siung bawang bombai sendok saus tiram sendok lada bubuk sendok minyak sayur secukupnya Garam Wortel parut 
Koloke ayam,fillet ayam (iris tipis) siung bawang putih Sedikit ladaku Secukupnya garam Adonan terigu maizena Royco secukupnya Air siung bawang putih bawang bombay timun wortel iris korek api Saus Ladaku Garam Gula Penyedap 
Ayam kemangi bumbu kuning,"ayam bersihkan, dipotong-potong sesuai selera btg sereh geprek ikat lembar daun jeruk lembar daun salam bks royco rasa ayam Secukupnya minyak goreng ikat kemangi bj bawang merah bj bawang putih lengkuas kunyit "
ayam Salad meliponini honey dressing,ayam fillet Garam dan lada Minyak utk goreng sesuai selera Sayuran utk salad Paprika merah Tomat madu meliponini peanut butter kecap ikan siung bawang putih cincang batang daun ketumbar potong kasar sesuai selera Cabe rawit light olive oil Jeruk nipis (optional) 
Mie ayam enak,"Bahan kuah secukupnya Air pertama untuk merebus ayam, Ayam bagian dada gelas air tanggung bawang putih iris tipis garam micin (optional) Sejumput lada Sejumput royco batang daun bawang Bahan ayam ayam siung bawang merah siung bawang putih btg sereh ruas jahe dan kunyit lembar daun jeruk Secukupnya grm biar ngulekx ga susah secukupnya Kecap manis Bahan pelengkap secukupnya Mie Sayur ijo "
Ayam bakar bumbu rujak bamboe,ayam bungkus bumbu bamboe Santan kara lembar Daun salam lembar Daun jeruk secukupnya Ketumbar bubuk Air secukupnya untuk merebus secukupnya Gula Garam atau sesuai selera Minyak goreng untuk menumis 
Paket Lengkap Ayam Goreng Sambal Korek,ayam batang serai ruas lengkuas geprek lembar daun jeruk garam hula pasir siung bawang putih siung bawang merah jahe kunyit lengkuas muda buah kemiri ketumbar sangrai merica siung bawang merah siung bawang putih buah cabe rawit merah secukupnya Gula pasir secukupnya Garam minyak panas Bahan Tempe Goreng Tempe iris sesuai selera siung bawang putih garam ketumbar 
ayam Katsu,ayam bagian dada di fillet butir jeruk nipis Secukupnya merica bubuk Secukupnya garam Secukupnya kaldu bubuk (saya kaldu jamur) butir telur ayam Secukupnya terigu Secukupnya tepung panir orange saus cabe Mayones 
Ayam kecap,dada ayam bawang bombay paprika merah Margarine minyak kecap manis Garam gula dan lada 
Garang asem ayam,"ayam bawang merah bawang putih daun jeruk,buang tulangny Secukupnya jahe,kencur,laos,kunyit,ketumbar Secukupnya garam,gula,kaldu bubuk tomat,rajang (aslinya pakai belimbing wuluh) batang daun kucai/godong brambang,rajang cabe rawit utuh santan (sy ½bgks kara air) batang sereh,geprek daun salam daun jeruk Secukupnya daun pisang tusuk sate/gigi "
ayam rica-rica Setan,"Daging ayam (sy bagian dada, yg bnyak daging hihi. potongbersihkan) ikat Kemangi (siangi cuci/optional, hanya utk pemantap aroma dan rasa) btg Sereh helai Daun jeruk ruas Jahe kupas helai Daun Salam kering (optional) Ketumbar Merica bubuk (sy tambah kurleb lg biar nampol hihi) Kunyit bubuk (optional) Gula pasir Garam Kaldu ayam bubuk (optional) Secukupnya Kecap manis Bango (optional) Secukupnya Air bj Cabe merah besar (sesuai selera) bj Cabe rawit merah segerr (kirasy segitu cabenya hihi, sesuai selera yaa) bagian Tomat merah (optional) siung Bawang merah siung Bawang putih "
Bakso ayam,ayam fillet giling (saya pakai chopper) gelas belimbing air dingin siung bawang putih /merica bubuk peres garam gula pasir baking powder minyak wijen butir putih telur sagu tani 
Steak Ayam saus blackpepper,"bahan steak ayam fillet dada ayam bahan kering sendok makan tepung terigu Secukupnya garam Secukupnya lada bahan pencelup sendok makan tepung terigu campur air jangan terlalu encer bahan saus margarin siung bawang putih cincang halus buah bawang bombay ukuran kecil, iris tipis saus lada hitam (saya pake merk bamboe) saus tiram gula pasir saus teriyaki saus tomat secukupnya Larutan maizena secukupnya Air bahan tumisan jagung buah jagung pipil buah wortel potong dadu bawang putih bubuk gula pasir saus tiram Secukupnya garam Secukupnya lada putih "
Ayam Lada Hitam,dada ayam potong dadu paprika merah sedang paprika hijau sedang lada hitam halus saus tiram kecap ikan kecap manis bawang bombai sedang potong kotak cabe rawit utuh tepung maizena secukupnya Gula dan garam minyak untuk menumis gelas air (cc) siung bawang merah siung bawang putih jahe 
Dimsum isi wortel dan ayam,gram daging ayam batang wortel batang daun bawang maizena tepung kanji butir telur garam gula Sedikit lada bubuk Kulit lumpia/kulit pangsit 
Soto Ayam Lamongan,"bahagian ayam cuci bersih.tambahkan air lemon dan garam siung bawang merah siung bawang putih buah kemiri gongseng Sedikit jahe Sedikit kunyit Merica bubuk, garam, gula pasir Lengkuas, sere, daun salam, daun jeruk.perasan air jeruk nipis Minyak untuk menumis Suun, kol yang diiris halus, tauge (optional) Kentang rebus Telur rebus, bawang goreng (taburan diatas soto), daun bawang "
Sop pangsit ayam,gram ayam/sapi giling garam lada bubuk minyak wijen gula pasir tepung jagung lembar kulit pangsit mangkok kuah sop 
sambal korek ayam goreng,biji ayam goreng biji cabe rawit merah siung bawang putih secukupnya garam n penyedap minyak goreng panas bekas goreng ayam 
Ayam Goreng Lengkuas,ekor ayam negri potong atau bagian lengkuas di blender lembar daun salam bawang putih ketumbar ((boleh pake boleh tidak saat mau di blender sebaiknya ketumbar di rendam sebentar agar mudah saat di blender)) butir kemiri ruas kunyit ruas jahe batang serai Garam Royco 
Ayam bakar suka-suka,"Ayam siung Bawang putih siung Bawang merah butir Kemiri secukupnya Saori, kecap, gula merah, garam "
Soto Ayam Lamongan,ekor ayam batang sereh memarkan ruas jahe memarkan ruas lengkuas memarkan batang daun bawang bawang merah bawang putih kunyit butir kemiri bungkus bihun / soun secukupnya kol secukupnya toge 
Ayam bakar kecap,sayap siung Bawang putih kunyit Margarin Kecap Lada Garam daun salam sendok minyak wijen sendok kecap ikan 
Lemper Ayam,"beras ketan kualitas baik gelas santan kental peres garam halus peres gula pasir Batang serai lembar daun salam Bahan isi daging dada ayam, direbus siung bawang merah siung bawang putih butir kemiri ketumbar sangrai Sejumput jintan merica butiran Sedikit kunyit ruas jempol jahe jari lengkuas batang serai lembar daun salam lembar daun jeruk santan kental Minyak untuk menumis "
Ayam fillet bumbu balado,Secukupnya ayam fillet/dada ayam bungkus bumbu racik ayam bungkus tepung Sajiku Secukupnya tepung terigu dicampur air es hingga mengental Secukupnya lada garam kaldu bubuk Bumbu balado (optional) 
Ayam Opor Bumbu Kuning,"potong ayam (cuci bersih, rebus bentar buang airnya) (Bumbu halus) siung bawang merah siung bawang putih ruas jahe ruas kunyit ruas lengkuas, geprek batang serai, geprek butir kemiri lembar daun jeruk, buang batang, iris tipis Santan matang Secukupnya garam Secukupnya gula Secukupnya penyedap Secukupnya lada bubuk "
Sayur labu siam ayam tanpa santan,"buah labu siam potong gram ayam potong dadu batang sereh geprek lembar daun salam Sejempol lengkuas geprek Air secukupnya sesuai selera secukupnya Garam, gula, penyedap siung bawang merah siung bawang putig butir kemiri ketumbar "
Ayam panggang,potong ayam jeruk nipis lada bubuk siung bawang putih tumbuk halus Garam minyak wijen Daun Rosemary (wajib) 
Ayam kriuk racik bumbu sendiri,gram sayap ayam cuci bersih sisihkan gram tepung segitiga birupung terigu baking powder garam butir putih telur Air es siung bawang merah siung bawang putih ketumbar bubuk merica bubuk garam secukupnya Minyak goreng 
Ayam suwir,ayam cabe merah siung bawang merah siung bawang putih Garam Gula Saus tiram secukupnya Daun jeruk Minyak goreng 
Ayam Goreng Mentega,"ayam siung bawang putih, haluskan buah bawang bombay, potong Secukupnya merica Minyak goreng mentega kecap manis saus tiram kecap inggris Penyedap rasa Daun bawang, potong potong "
Ayam Goreng,buah sayap lembar salam secukupnya garam secukupnya gula secukupnya penyedap rasa (royco rasa ayam) secukupnya air secukupnya minyak goreng siung bawang putih ruas jahe ruas lengkuas ruas kunyit ketumbar bubuk buah sereh 
Somay ayam pangsit,"ayam gram sagu/tapioka/kanji buah wortel di potong dadu butir telur ayam kocok lepas batang daun bawang iris halus buah bawang bombay iris halus saus tiram minyak wijen Secukupnya garam, penyedap rasa "
Ayam Kalio,Ayam sesuai selera Cabai Setan sesuai selera Cabai Merah siung Bawang Merah siung Bawang Putih Kunyit bubuk buah Jeruk nipis batang Serai secukupnya Tempe Tahu secukupnya Telur helai Daun kunyit bungkus Kara Pete (jika mau) 
Pete ayam kecap sedap,"Pete ikat, dikupas dada ayam, di fillet potongbentuk kotak buah jeruk nipis siung bawang putih buah bawang merah sendok makan sambal bajak secukupnya Kecap asin secukupnya Kecap manis secukupnya Garam, gula, merica, penyedap (sesuai selera) secukupnya Minyak goreng "
Ayam lada hitam,ayam Filet kecap asin lada hitam kecap manis Penyedap rasa Sejumput garam secukupnya Gula pasir buah cabe hijau buah bawang bombai ukuran kecil siung bawang putih cincang Sayuran mentah buat garnis 
Ayam Batokok lado mudo,"ayam ons cabai hijau siung bawang merah siung bawang putih btr kemiri daun jeruk btg serai, ambil putihnya gula Garam Penyedap rasa buah jeruk nipis Jahe "
Tahu bakso ayam,"bungkus tahu pong (sktr biji) daging ayam (sy pake dada, ambil dagingnya) tepung tapioka butir telur (uk kecil) siung bawang putih garam lada Daun sledri daun bawang iris tipis (loncang) "
Mie Ayam Pangsit,dada ayam (potong dadu) bawang merah bawang putih ketumbar merica ruas kunyit (haluskan) / bubuk kunyit ruas jahe (geprek) batang sereh lengkuas (geprek) lembar daun salam Bawang bombay (iris) Gula Garam Daun sawi Daun bawang Pangsit Kecap asin Minyak wijen 
Ayam Suwir Kecap (pedas),"daging ayam bagian dada bawang merah bawang putih buah cabe merah buah cabe rawit kemiri ruas lengkuas, digeprek daun sereh, digeprek lembar daun salam lembar daun jeruk garam gula pasir Secukupnya lada bubuk Penyedap rasa (opsional) Kecap manis minyak goreng "
Ayam fillet asem manis,ayam fillet siung bawang putih siung bawang bombay buah tomat sachet saus tomat tepung maizena secukupnya Garam&gula Tepung bumbu 
Ayam kecap manis pedas,daging ayam papan tempe kecil (secukupnya sesuai selera) buah cabe rawit orens (cabe setan)) buah cabe merah besar (lombok merah) buah cabe hijau (lombok ijo)) butir kemiri siung bawang merah siung bawang putih secukupnya Garam Lada bubuk Kecap bangau ruas jahe kecil lembar daun salam Sedikit minyak untuk menumis dan air secukupnya Sedikit gula pasir 
ayam Katsu,ayam fillet tepung panir tepung terigu butir telur ayam Secukupnya air Secukupnya lemon Secukupnya garam Secukupnya lada bubuk Secukupnya penyedap jamur (totole) Secukupnya minyak goreng Secukupnya mayonaise Secukupnya saus tomat atau pedas 
Mie ayam dari mie instan,"bungkus mie instan (bumbunya tidak usah dipakai) bawang putih ukuran besar bawang merah ukuran kecil kunyit, jahe, lengkuas Sejimpit jinten (optional) Sejimpit ketumbar, merica lembar Daun salam, daun jeruk cabai rawit (untuk sambal) secukupnya Kecap manis secukupnya Gula, garap Sepotong ayam (optional. Karna tidak ada saya tidak pakai) "
Ayam balado,"ayam, potongsesuai selera sachet bubuk balado (aku pakai merk desaku) buah bawang merah siung bawang putih buah tomat gula garam "
Siomay Ayam,ayam tepung terigu tepung tapioka buah wortel Daun bawang siung bawang merah siung bawang putih merica bubuk secukupnya Garam secukupnya Air Kulit pangsit 
Kremes an ayam bahan,Tepung kanji sendok sayur yg kecil kuah ungkep an ayam Minyak goreng 
Ayam kukus,Ayam Garam Bawang putih bubuk Ketumbar bubuk Oregano Minyak wijen 
Ayam Kremes,ekor ayam yang sudah dipotong lembar daun salam sereh geprek Air secukupnya (ambil air kuah ungkep untuk kremesan) secukupnya Kaldu buBuk Secukupnya Garam secukupnya Gula siung bawang merah siung bawang putih kunyit (pilih berwarna kuning tua) lengkuas jahe kupas ketumbar bubuk lada buBuk butir kemiri gram tepung kanji butir telur air ungkepan ayam 
Pindang Asem Ayam Kampung,"ekor Ayam Kampung, potong, cuci bersih, lumuri jeruk nipis buah Cabai Merah siung Bawang Putih siung Bawang Merah ruas Kunyit ruas Jahe batang Serai, geprek lembar Daun Salam lembar Daun Jeruk purut buah Belimbing Wuluh, belah buah Cabai Rawit Merah dan Hijau Lada Bubuk Royco Ayam Secukupnya Garam Air secukupnya Minyak "
"sop sayur pentol sosis,sambal kecap dan ayam tahu tempe ungkep","bungkus sayuran sop (kulbis,wortel,kentang,buncis,preseledri) bongkol bunga kol sosis ayam pentol ayam kecil siung bawang merah siung bawang putih secukupnya Merica Garam Penyedap rasa Kecap,cabai,jeruk nipis untuk sambal siung bawang putih secukupnya Ketumbar secukupnya Laos,kunyit Daun sereh Daun jeruk "
Ayam dan tempe sambal mentah,siung bawang putih ruas kunyit garam kaldu bubuk merica bubuk buah tomat merah buah cabai rawit terasi secukupnya garam secukupnya kaldu bubuk minyak panas jeruk limau 
Ayam suwir,"dada ayam fillet, direbus dan suwir batang sereh, geprek bumbu halus siung bawang putih siung bawang merah cabai merah keritingl ruas jahe buah kemiri ruas kunyit Secukupnya gula, garam, dan kaldu jamur "
Tahu Baso Ayam,"dada ayam/fillet dada ayam btr telur tepung tapioka backing powder bawang putih / iris goreng bawang merah/iris goreng tahu sutra/potong /tahu sesuatu selera/goreng btg bawang daun/iris halus Secukupnya es batu, lada bubuk, garam, gula pasir, dan penyedap rasa Bahan kulit/pencelup btr telur tepung maizena "
Soto ayam santan-susu gurih,potong dada ayam kilo kentang kukus lalu goreng dan potong dadu air untuk merebus susu UHT plain (saya pakai susu Ultra Full cream Biru) lt santan kental (kurang lebih butir kelapa) minyak goreng jahe lengkuas batang sereh buah daun salam buah daun jeruk batang daun bawang cincang buah tomat buah jeruk nipis Emping Bawang goreng buah bawang merah buah bawang putih butir kemiri sangrai ketumbar sangrai jinten sangrai secukupnya Garam secukupnya Lada Penyedap rasa 
Buncis with ayam sos tiram,gram buncis potong ayam dada (buang kulit dan tulang) cincang lembar daun jeruk sos tiram kecap bango tepung jagung larut air sdm siung bombay siung bawang putih lada bubuk Secukupnya garam/ penyedap 
Semur ABT (ayam bihun tahu),"ayam potong jadi, goreng potong tahu iris sesuai selera,goreng setengah matang siung bawang merah siung bawang putih btr kemiri ruas jahe bawang bombai iris tomat potong jd sesuai selera Cabai rawit kecap manis ikat bihun rendam sebentar, tiriskan secukupnya Lada, garam, gula minyak goreng secukupnya Daun bawang "
Mie Goreng Ayam Crispy,"bks mie instan goreng potong ayam bks tepung kentucky/tepung serbaguna (me: tepung kentucky, ada diresep tempe ketuncky) buah cabe rawit merah Secukupnya minyak goreng Bumbu marinade/siung bawang putih (haluskan) Secukupnya garam,merica bubuk Bumbu saus bbq,saus tomat saus cabe bawang putih bubuk (me: sedikit bawang putih digoreng dan dihaluskan) "
Ayam Bakar Saus Santan,".sayap paha ayam bagian jeruk nipis siung bawang putih jari kunyit meres ketumbar bubuk Secukupnya garam Secukupnya air Saus Santan cup santan kara kecil Secukupnya air keping kecil gula merah Secukupnya garam, merica Minyak untuk menggoreng Kecap manis "
Sop ayam,dada ayam potong kecil wortel kentang jagung manis pipil batang buncis batang daun seledry batang daun bawang siung bawang putih siung bawang merah bawang bombay kecil Lada bubuk Kaldu bubuk ayam Garam Gula 
Gulai kentang/ayam,buah kentang kl gram ayam santan murni siung bawang merah siung bawang putih bj kemiri Secukupnya Ketumbar kasr Secukupnya Kunyit Secukupnya Lengkuas Secukupnya Jahe lmbr daun salam Secukupnya Royco Secukupnya Minyak goreng 
Ayam suwir teriyaki,"g fillet ayam garam Air untuk merebus buah bawang bombay, iris siung bawang putih, memarkan dan cincang halus kecap manis saus teriyaki saus tiram garam merica bubuk Batang daun bawang, iris minyak Secukupnya wijen sangrai (saya tdk pake) "
ayam Saus Teriyaki,"fillet dada ayam, potong-potong Tepung bumbu serbaguna siung bawang bombay, iris tipis siung bawang putih, iris tipis buah wortel, iris tipis buah kentang, iris tipis Saus teriyaki secukupnya Lada, garam, gula secukupnya Air tepung maizena larutkan dalam air secukupnya "
ayam Teriyaki,dada ayam buah bawang bombay buah bawang putih secukupnya minyak kecap manis gula royco sachet saori saus teriyaki 
Parmesan Hot ayam Wing -Keto,"sayap ayam, cuci, tiriskan Olive oil cuka apel himalayan salt lada hitam bubuk cayenne pepper / cabai bubuk paprika powder dry oregano garlic powder keju parmesan "
Tahu Goreng Isi Ayam,buah Tahu Putih (potong kotak) Secukupnya Ayam Goreng Suwir batang Daun Bawang Iris bungkus Tepung Bumbu Instan Secukupnya Air Secukupnya Minyak Goreng 
Ayam goreng bumbu ungkep Serundeng,paha sayap buah kelapa parut secukupnya Lengkuas Secukupnya jahe buah kemiri batang sereh Secukupnya kunyit Secukupnya gula pasir lembar dauh salam lembar daun jeruk siung bawang putih siung bawang merah Secukupnya minyak kelapa secukupnya Garam Secukupnya air secukupnya penyedap rasa (Masako) 
Bakso Ayam kenyal,daging ayam dada tanpa kulit tepung tapioka bawang putih goreng lada garam masako telur ayam baking soda Secukupnya 
Bakwan Ayam,bungkus Tepung Bumbu Instan Secukupnya Ayam Goreng Suwir Secukupnya Kol Iris Halus Secukupnya Daun Bawang Iris Secukupnya Wortel Parut Secukupnya Air Secukupnya Minyak untuk menggoreng 
ayam spicy wings,sayap ayam tepung terigu siung bawang putih st garam bgks royko ayam Uk kecil buah tomat jeruk nipis cabe merah besar Siung bawang Merah st ladaku secukupnya Minyak kelapa sm saus sambal sm saus tiram sm madu st kecap manis 
Ayam Suwir Sambal Matah,Ayam suing bawang merah buah tomat cabe rawit merah lembar daun jeruk buah serai Garam Merica Minyak goreng buah jeruk nipis 
Kari Ayam,ayam siung bawang putih ketumbar sangrai garam siung bawang putih siung bawang merah ruas kunyit butir kemiri sachet kari ayam instant (sy pake indofood) buah tomat iris batang serai lembar daun pandan gula pasir sachet kecil kara air 
Ayam Goreng,ayam (sy pake bagian sayap) air putih Daun salam dan serai lengkuas parut secukupnya Garam bawang putih bubuk ketumbar bubuk kunyit bubuk 
sop Ayam Kaldu Ayam,ayam potong segar Bahan sayur sop mentah siung Bawang merah siung Bawang putih butir Kemiri secukupnya Ketumbar ruas jahe ruas lengkuas Lada bubuk Garam Penyedap rasa 
Ayam Bakar Madu,ayam siung bawang putih ruas jahe saus tiram Alluminium foil saus tiram madu kecap manis 
Salted Egg Fried ayam,"pcs ayam goreng tepung. Lebih boleh. Sukayg makan aja butir kuning telur asin matang. Hancurkan pakai garpu siung bawang putih. Geprek, cincang Daun bawang. Iris tipis Margarin/ mentega Susu UHT (atau terserah apa aja. Yg lg hits sih fiber creme) Garam, gula, kaldu bubuk, merica "
Ayam suwir (dada fillet),fillet dada ayam siung bawang merah siung bawang putih biji kemiri garam penyedap lembar daun salam lembar daun jeruk Seujung gula pasir kecap saus tomat 
Ayam kecap lada hitam,ayam potong sesuai selera siung bawang putih di haluskan lada hitam garam kecap manis saus tiram kecap inggris secukupnya minyak 
Ayam Bumbu Bacem,grm ayam lmbr daun salam secukupnya Gula merah siung bawang merah siung bawang putih butir kemiri kunyit bubuk butir merica ketumbar secukupnya Jahe garam penyedap rasa (bila perlu) 
Ayam tepung asam manis,ayam Tepung terigu Garam Gula bawang bombay cabai rawit sendok makan saus tiram saus cabai st tepung maizena 
Sosis Gulung Ayam Daun Gedi,"sosis size besar dada ayam fillet lmbr daun gedi (optional) bisa dgn bayam saus tiram secukupnya lada dan garam secukupnya mentega mayonaise sckpnya benang utk mengikat, sy pakai benang sejenis bng kasur "
Ayam Penyet,Ayam Bungkus Bumbu Ayam Goreng Instan (saya Racik Indofood) Buah Cabe Merah Keriting Buah Cabe Rawit Siung Bawang Merah Siung Bawang Putih Buah Tomat Uk. Besar Gula Pasir Secukupnya Garam Secukupnya Terasi (bakar) 
Risoles isi ayam sayur,Kulit lumpia siap pakai butir Telur tepung panir daging ayam buah kentang ukuran sedang buah wortel ukuran sedang batang seledri daun bawang siung bawang putih (giling) tepung maizena (encerkan) merica bubuk garam (sesuai selera) minyak goreng untuk menumis isian dan menggoreng risoles 
Ayam Bumbu Madura,ekor ayam kampung potong menjadi sendok air jeruk batang serai daun jeruk kunyit laos kencur jahe kemiri bawang merah bawang putih ketumbar lada cabe merah rawit (sesuai selera) cabe rawit hijau (sesuai selera) Garam Penyedap rasa Minyak 
Sayur Sawi Mie Kari Ayam (serba rebus),Ikat Sawi hijau bgkus Indomie kari ayam gelas Air putih Gula Garam 
Ayam goreng saus telur asin,ayam butir telur asin kuning nya saja siung bawang putih siung bawang merah secukupnya Lada bubuk secukupnya Gula dan garam Daun bawang 
Bakso ayam,"ekor ayam ukuran sedang (giling),tepung terigu,tepung tapioka bawang putih giling batang daun bawang dan seledri giling kaldu bubuk (saya pake royco ayam) bks merica bubuk Sck garam (sesuai selera) Sck air es "
Garang Asem Ayam Kampung,Ayam kampung Cabe ijo Rawit ijo Tomat ijo/belimbing sayur Bawang merah Bawang putih Garam Gula pasir Penyedap Santan Daun salam Sereh bungkus Daun pisang buat 
Kare ayam telur,"ayam potong, potong sesuai selera, cuci bersih (ayam kampung lebih haucek) telur rebus-kupas, goreng sebentar berkulit sedikit ruas laos geprek btg sere geprek bag putih daun salam daun jeruk santan dari setengah butir kelapa parut gula merah air asam jawa garam lada bubuk Kaldu bubuk ketumbar bubuk bumbu kuning (dasar)- scroll ke bawah resep nya yaaa atau search ""bumbu kuning (dasar)"" Bahan pelengkap Bawang merah goreng "
Ayam n Telur Bumbu Bali Surabaya,dada ayam telur ayam rebus ons cabe merah keriting bawang merah bawang putih ruas jahe tomat merah ukuran sedang kemiri Lengkuas (geprek) Garam gula n royco ayam sckpnya kecap manis 
Ayam fillet crispy,fillet Dada ayam Jeruk nipis Garam Bawang putih Tepung bumbu Kobe (Super Crispy) Air secukupnya (untuk adonan) Minyak goreng 
Ayam Cabe Ijo,"ekor ayam, potong -cabai hijau cabai rawit bawang putih bawang merah kemiri sangrai buah tomat hijau ruas jari laos, geprak batang serai, geprak lembar daun salam lembar daun jeruk Secukupnya Gula Garam Lada Minyak untuk menggoreng dan menumis "
