Title,Ingredients
Rendang Daging Sapi Bumbu Instan Bamboe,Daging Sapi siung Bawang Putih siung Bawang Merah butir Kemiri butir Cabe Rawit Merah (yg ga suka pedas bisa dikurangi) sachet Masako Sapi sachet Bamboe Bumbu Rendang Kara Santan Kelapa lembar Daun Jeruk Secukupnya Air untuk Merebus Secukupnya Minyak untuk menumis 
Beef Bulgogi,gram tenderloin buah paprika iris kotak margarin utk menumis siung bawang putih uleg halus jahe uleg halus bawang bombay iris melintang saos tiram kecap manis lada hitam madu Secukupnya garam Secukupnya gula batang daun bawang iris tipis wijen 
Beef Sausage Mozarrella Quiche,beef sausage (atau sesuai selera) Mozzarella cheese Onion / Bawang bombay Daun bawang Merica hitam / putih (selera) Mix herbs (opsional - selera) butir telur Susu low fat - biar lebih sehat 
Pindang Iga Sapi Khas Palembang,"iga sapi, potong sesuai selera Air secukupnya utk merebus Bumbu halus (saya digongseng dulu)bawang merah bawang putih kunyit jahe lengkuas serai ambil bagian putihnya cabe rawit merah cabe merah btg serai, geprek ruas jari lengkuas, geprek ruas jari jahe, geprek btg daun bawang, iris memanjang air asam jawa tomat, belah gula merah bisa diganti gula putih secukupnya Garam dan merica cabe rawit merah, buang buntut kecap manis "
Empal Sapi Asin,daging sapi Siung bawang putih ketumbar Garam Gula (sedikit)optional 
Sapi Masak Rica,daging sapi bagian rendang bawang bombay 》iris tipis cabe merah besar》iris serong lembar daun salam lembar daun jeruk batang sereh》memarkan minyak wijen kecap manis kecap asin garam gula air batang daun bawang》potong kasar bawang merah bawang putih cabe merah rawit cabe merah keriting kunyit ketumbar bubuk air 
Oseng koyor sapi sederhana,"grm koyor sapi (beli yang udah rebus dari pasar) biji cabai hijau besar biji cabai rawit siung bawang putih secukupnya Garam, penyedap rasa, gula kecap manis sesuai selera Jagung manis blueband bks ladaku secukupnya Air "
"Sop iga sapi, berempah","iga sapi btg wortel, potong kentang, potong btg daun bawang, iris btg daun seledri, simpulkan btr bawang merah siung bawang putih lada ruas jahe, geprek btr cengkeh btr kapulaga biji pala, geprek btr bunga lawang garam, sedikit gula "
Daging sApi bumbu LapIs,daging sapi iris tipis digebuk biar cepet lunak potong tahu iris segitiga goreng setengah matang Penyedap rasa aq pake Magic Kecap manis Sereh Daun salam Gula merah air Bumbu halus butir bawang merah butir bawang putih kemiri secukupnya Ketumbar secukupnya Merica Garam Gula 
Brokoli cah daging sapi,"buah brokoli daging sapi buah bawang putih,cincang halus jahe,cincang halus buah cabe merah keriting,iris serong saus tiram minyak wijen Secukupnya air lada bubuk Secukupnya garam,gula pasir "
Sop Iga Sapi,Iga Sapi Daun bawang Seledri Bawang merah Bawang putih Cabai rawit orange Tomat bungkus Bumbu racik sayur sop bungkus Royco secukupnya Lada secukupnya Garam secukupnya Gula putih 
Sup Tomat Daging Sapi,"daging sapi buah tomat,potongkecil buah bawang bombay bawang putih,geprek garam seckpnya Sedikit pala bubuk Sedikit merica bubuk kaldu jamur tangkai daun seledri secukupnya Sayuran, wortel, kentang, kacang kapri Sosis, bakso,potong "
Sop Iga Sapi - Kacang Merah,iga sapi (potong sesuai selera) kentang wortel kembang kol biji tomat sayur Daun bawang secukupnya (sesuai selera) siung bawang putih biji buah pala (haluskan) Kayu manis Cengkeh Lada hitam Garam Mitcin (opsional) Kaldu instan secukupnya Air 
Tongseng daging sapi,daging sapi santan kemasan saya pakai (klatu) kapulaga cengkeh sereh (geprek) lengkuas (geprek) jahe (geprek) daun jeruk Kol (iris tebal) tomat hijau tomat merah Daun bawang (iris) Kecap manis Garam Merica Gula pasir (scukupnya) Penyedap (saya pakai magic) Pala secukpnya (untuk merebus dagingngnya) gelas air putih minyak goreng (untuk menumis) (Bumbu halus) bawang merah bawang putih kemiri ketumbar -cabe rawit merat (sesuai kepedesann yaa) cabe merah keriting (saya skip) Kunyit Merica 
Semur Daging Sapi & Kentang,"Daging Sapi, potong sesuai selera Kentang ruas lengkuas batang sereh butir bawang bombay telunjuk kayu manis ukuran secukupnya Daun salam secukupnya garam secukupnya gula merah secukupnya kecap kapulaga secukupnya (optinal) butir bawang merah ukuran sedang butir bawang putih ukuran sedang butir kemiri Lada ketumbar butir kepala "
Nasi Goreng Sapi,Daging sapi secukupnya potong tipis Secukupnya bakso Bawang putih cincang halus butir telur Saos raja rasa Kecap asin Kecap manis Garam Merica Mentega Minyak secukupnya Nasi putih Bumbu jamur totole Mentimun Kerupuk Sayur sawi atau bisa ganti dengan yang lain 
Beef Goulash,"daging sapi garam bubuk merica hitam tepung terigu minyak sayur atau zaitun buah bawang bombay besar, cincang kasar atau potong kotak siung bawang putih, cincang halus buah paprika (merah, kuning, hijau atau sesuai selera), iris bubuk paprika bubuk cabe/cayenne bubuk caraway daun thyme kering bay leaf pasta tomat gula pasir air kaleng (gr) tomat kalengan kotak kaldu sapi (saya pakai maggi beef cube) garam Sour cream dan daun parsley/marjoram (pelengkap) "
Beef Brokoli aka Brokoli Daging Sapi,Daging Sapi Has Dalam - iris tipis bonggol Brokoli - potong sedang ruas jari Jahe - keprek siung bawang putih - cincang Air Putih Saus Tiram Kecap Asin Kecap Manis Sagu 
"Nasi jamur daging sapi (HK)
niu rou fan",cangkir takaran beras biji jamur kering (rendam) daging sapi cincang iris jahe potong panjang bumbu daging cincang tepung maizena kecap asin gul pasir minyak wijen lada bubuk bumbu jamur kering jamur di potong tipis gula pasir kecap asin 
Semur daging sapi telor puyuh,daging sapi (potong sesuai selera) telor puyuh butir kemiri lada pucuk jari pala siung bawang merah siung bawang putih buah cabe keriting Bumbu rempah ruas lengkuas (keprek) lembar daun jeruk lembar daun salam lembar daun bawang (sisir panjang) Secukupnya bawang goreng Secukupnya kecap Secukupnya penyedap 
Cah sapi pedas manis,"gram daging sapi air putih siung bawang merah siung bawang putih ruas jari jahe buah cabe merah buah cabe rawit merah (sesuai selera masing"" yaa) buah tomat ukuran sedang buah bawang bombai ukuran sedang helai daun bawang Secukupnya garam Secukupnga gula pasir Secukupnya merica bubuk Secukupnya kecap manis Secukupnya minyak wijen (optional) "
Sayur Lodeh Sapi Tanpa Santan,"daging sapi (enakan pake sengkel, saya hari ini pake has) kol wortel gede ikat kacang panjang labu kecil siung bawang merah siung bawang putih butir kemiri ruas lengkuas Sejumput ketumbar cabe merah keriting cabe rawit orange Daun salam Gula, Garam "
Muffin Smoke Beef Teflon,"telur (resep asli ) (resep asli ) .penuh gula halus (resep asli gr) sejumput royco sapi (asli sdt) sejumput garam (krn butter sy asin, asli : sdt) susu bubuk (resep asli bh) lembar smoke beef (resep asli-) keju (sy iris halus sekali, boleh parut) terigu (resep asli gr) baking powder "
Daging Sapi Masak Saus Inggris,"Daging sapi (Iris Tipis) siung Bawang Putih (Memarkan, Cincang Kasar) buah Bawang Bombay (Potong Memanjang) Saus Inggris Kecap Manis Saus Tiram Gula Garam Merica Mentega (Untuk Menumis) "
Nasi Goreng Hati Sapi Ft. Telur Ceplok (bekal sekolah),"piring nasi potong ati sapi yang sudah direbus butir telur siung bawang merah siung bawang putih buah cabe merah kecil Kecap manis Secukupnya garam, gula, kaldu jamur Minyak "
Sayur asam iga sapi,"gram iga sapi gram kol gram kacang tanah buah jagung ikat kacang panjang bks daun melinjo buah labu siam asam jawa, ambil air nya ruas laos lembar daun salam Garam Kaldu Gula bumbu halus siung bawang merah siung bawang putih butir kemiri bos terasi (ABC) "
Bacem Jerohan Sapi,paru sapi babat sapi air kelapa siung bawang merah siung bawang putih butir kemiri lembar daun salam keping kecil gula merah .ketumbar merica .kecap manis asam jawa ruas lengkuas ruas jahe Secukupnya garam Secukupnya minyak goreng 
Tongseng Sapi Tanpa Santan,"daging sapi (aku pakai daging has dalam), iris kecil bongkah kobis, iris kasar, agak besar buah tomat, iris jadi (bisa ditambah kalau suka) buah cabe rawit merah, tidak diiris batang sereh, geprek ruas jari jahe, geprek ruas jari laos, geprek lembar daun jeruk, remas lembar daun salam minyak goreng untuk menumis kecap manis Air secukupnya Garam secukupnya Gula Penyedap rasa secukupnya (bila suka) Bumbu Halus butir bawang merah butir bawang putih butir kemiri ruas jari, kunyit buah cabe merah keriting ketumbar merica "
Sapi Lada hitam ala saya,daging sapi lulur dalam. bj bawang bombay. lada hitam butiran. secukupnya Kecap asin secukupnya Saos tiram secukupnya Kecap manis secukupnya Merica secukupnya Gula Paprika merah/hijau Visin (optional) 
Kari Sapi-Ayam Dadar Cane,daging sandung lamur yg ada lemaknya daging ayam Bawang Merah Bawang Putih Bawang Bombay Bumbu Kari Bubuk Pala Bubuk Kari Bubuk cabe Garam dn merica butir telor bungkus agarplain klatu Peterseli bubuk Bubuk kunir (jika suka) 
 Sayur Kare Daging Sapi,"Gram Daging Sapi Buah Wortel, potong melintang tipis Buah Buncis, potong @Cm Buah Kentang, potong Lembar Daun Salam Lembar Daun Jeruk Batang Serai, geprek Ruas Lengkuas, geprek Santan Kelapa Instan Siung Bawang Merah Siung Bawang Putih Butir Kemiri Kunyit Secukupnya Ketumbar Bubuk Secukupnya Garam dan Gula Pasir Secukupnya Minyak Goreng Bawang Goreng utk Taburan (optional) "
Sup Kacang Daging Sapi,"daging sapi kacang dul (bisa diganti dengan kacang merah) beberapa lembar sawi putih batang daun bawang merah siung bawang merah siung bawang putih lada bubuk secukupunya garam, gula dan kaldu jamur "
"Beef teriyaki ala""",g daging sapi brokoli (buat tambahan saja) siung bawang putih cincang buah bawang bombay kecil 》siung bawang putih jahe kecap manis saori teriyaki Secukupnya garam dan lada (Ini aku tambahin madu sedikit) 
Beef teriyaki ala rumahan,Daging sapi bawang putih bawang merah bawang bombai Cabe (sesuai selera) Saus tiram Royco Ladaku Maizena 
Sop bola daging sapi,potong iga sapi buah wortel buah kentang buah buncis kotak tahu kuning bawang putih bawang merah batang bawang daun ruas jahe kupas batang seledri secukupnya Gula putih secukupnya Kaldu ayam bubuk secukupnya Garam secukupnya Lada bubuk air 
Sup Iga Sapi,Iga sapi cengkeh batang kayu manis Pala (skip gk punya) buah kentang potong buah wortel potong Lada Garam Daun bawang Seledri siung bawang merah siung bawang putih Ketumbar bubuk Garam 
Dendeng Sapi Padang,Daging sapi Bawang merah Bawang putih Cabe merah keriting Cabe rawit Tomat Penyedap Garam 
Nugget Daging Sapi,"daging sapi giling tepung roti halus susu cair butir telur ukuran kecil buah bawang bombay, cincang halus, tumis sebentar siung bawang putih, haluskan kaldu bubuk rasa sapi atau garam sesuai selera merica bubuk pala bubuk gula pasir Secukupnya telur, kocok lepas Secukupnya terigu protein sedang Secukupnya tepung panir warna orange "
Osengtempe kecap bakso sapi sedaap.,Tempe secukupnya potong kotak..(skitar ) bakso sapi ukuran sedang siung bawang merah siung bawang putih cabe rawit cabe merah besar Lengkuas digeprek lembar daun salam 
Sambal goreng Hati sapi kentang pete,"Hati sapi, rebus potong dadu buah Kentang uk sedang, potong dadu goreng papan pete, kupas potong santan biji cabe merah keriting biji cabe rawit (selera) siung bawang merah siung bawang putih buah kemiri secukupnya Lada bubuk secukupnya Garam secukupnya Gula Lengkuas, geprek "
Beef teriyaki,"daging sapi tanpa lemak, iris tipissaat setengah beku bombay sedang, iris cm siung bawang putih, cincang halus jahe, cincang halus Kecap Asin, kecap manis Saos tiram sachet Saori saos teriyaki Garam Gula "
Hati Sapi Ungkep,hati sapi secukupnya asam (kiraasam matang bungkus kotak kecil) secukupnya gula merah disisir (kirabulatan) secukupnya garam gula helai daun salam disobek ruas jari lengkuas digeprek Buah kemiri siung bawang merah siung bawang putih ketumbar biji jinten sesuai selera cabe rawit 
Kentang Goreng Kornet Sapi,buah kentang ukuran sedang kaleng kornet sapi siung bawang merah siung bawang putih buah cabai merah keriting Gula garam Kaldu jamur non MSG Kecap manis 
Lodeh kluwih daging sapi,ons daging sapi buah kluwih butir kelapa kacang panjang bawang putih bawang merah bungkus kecil ebi cabe rawit cabe hijau keriting Gula Jawa gula pasir Garam Royco Lengkuas Daun salam 
Soto daging sapi,daging sapi super air bawang bombay iris lmbr daun salam lmbr daun jeruk sobek tengah serai keprek lmbr daun bawang blok maggi sapi Garam Gula @bumbu halus@ siung bawang putih siung kemiri ruas laos ruas jahe ruas kunir merica @pelengkap@ Sambal Tauge rebus Soun rebus Daun seledri cincang iris Tomat Bawang putih goreng Tempe tahu mendoan Kecap Jeruk nipis 
Thai Sliced Beef,"gram daging sapi has dalam (tenderloin) siung bawang merah, iris siung bawang putih, geprek buah cabe merah keriting (kalau mau pedas tambah cabe rawit merah), iris memanjang .air jeruk nipis light soy sauce (kecap asin) minyak wijen .saus ikan (fish sauce) "
Paru sapi selera pedas,"paru sapi buah jeruk nipis saos tomat saos cabe saos tiram saos raja rasa siung bawang putih siung bawang merah jahe kunyit ketumbar butir merica biji caberawit biji cabe merah besar secukupnya garam, gula secukupnya kaldu bubuk sapi "
Rice nugget varian abon sapi,"piring munjung nasi putih matang siung bawang bombay (cincang) siung bawang putih (cincang) susu cair (air susu skm) potong sosis ayam (potong) margarin (u/ menumis) butir telur (kocok lepas) tepung terigu Abon sapi Secukupnya garam, lada bubuk, kaldu bubuk butir telur (kocok lepas) Secukupnya Tepung terigu Secukupnya tepung panir "
Oseng cecek sapi,cecek sapi tempe cabe rawit cabe besar siung bawang merah siung bawang putih garam gula Kecap Lengkuas Daun salam 
Lidah sapi teriyaki,Secukupnya lidah sapi yang sudah direbus siung bawang putih siung bawang bombay teriyaki saos maggie seasoning sauce kecap manis kecap asin secukupnya Gula secukupnya garam 
Sop Tetelan Sapi Pedas,tetelan sapi airbuah wortel potong buah tomat hijau potong buah tomat merah potong batang daun bawang potong batang seledri ruas jahe geprek biji pala utuh buah rawit merah geprek buah cabe hijau geprek Secukupnya garam dan kaldu bubuk rasa sapi Bawang goreng siung bawang putih buah bawang merah 
Tumis Buncis KembangKol Tetelan Sapi,"gram. Buncis, cuci bersih. Potong kecil kecil (- cm) bonggol. Kembang kol uk.kecil. cuci bersih gram. Tetelan sapi. Cuci bersih. Potong kecil -kecil butir. Bawang merah, iris tipis siung. Bawang putih, iris tipis biji. Cabe merah keriting, iris serong sdt. Garam sdt. Gula pasir sdm. Air matang sdt. Minyak wijen sdm. Minyak goreng utk menumis "
Kulit Sapi Bumbu Kacang,kulit sapi siung bawang merah siung bawang putih buah cabe merah besar (klo agak kecil pakai ) buah cabe pedas (sesuai selera) Segenggam lebih kacang tanah gula pasir garam kecap manis 
Beef black pepper,"Secukupnya daging sapi siung bawang putih siung bawang bombay secukupnya Lada hitam buah Cabe hijau besar buah cabe merah besar bungkus saori secukupnya Kecap secukupnya Gula, garam, dan penyedap rasa "
Beef hamburg,dgg sapi dgg ayam buah bawang bombay oseng sebentar hingga layu siung bawang putih Secukupnya garam Secukupnya lada Keju quickmelt (optional) 
Sapi Lada Hitam,"Daging Sapi (Saya beli yg udah dipotongutk tumisan) Bawang bombay kecil Cabe merah besar (Pengganti Paprika) Bawang putih, Geprek, lalu cincang kasar sesuai selera Lada hitam, Saos tiram Kecap Kecap Inggris Kaldu "
Sambel goreng ati sapi dan tempe,"ati sapi papan tempe buah cabe merah buah cabe rawit siung bawang merah siun bawang putih butir kemiri buah tomat lembar daun salam lembar daun jeruk ruas jahe ruas lengkuas batang sereh keping gula merah bungkus santan kara air secukupnya Gula pasir, garam, penyedap rasa, minyak goreng "
Daging Sapi Cincang Utk isi Roti Goreng,"daging sapi cincang buah wortel uk besar, potong dadu kecil buah bawang bombay bawang merah, cincang halus batang daun bawang, iris halus saus tiram kecap asin Secukupnya kecap manis Secukupnya merica putih & hitam Secukupnya gula, garam & air tepung terigu larutkan dgn sedikit air "
Lodeh Cecek (kulit sapi) tahu,kulit sapi porsi tahu putih santan kara lembar daun salam lembar daun jeruk ruas lengkuas (geprek) Gula Garam Masako/royko/vitsin (sesuai selera) air Minyak goreng (utk menumis) siung Bawang merah siung Bawang putih cabe rawit (sesuai selera) merica bubuk ruas kunyit 
Sate sapi,"daging sapi, cincang gula jawa garam kecap manis bawang putih kemiri ketumbar merica "
Sapi Lada Hitam Saori,daging sapi buah bawang bombay ukuran kecil buah paprika hijau kecil buah paprika merah kecil sachet SAORI Saus Lada Hitam minyak untuk menumis 
Sambal terasi daging sapi,Daging sapi (disuwir) cabe kecil cabe merah kriting Terasi Garam Gula pasir Perasan jeruk limo 
Sop Daging Sapi,Daging Sapi tipis buah kentang buah wortel siung bawang merah siung bawang putih Daun Bawang Daun Seledri secukupnya Biji pala secukupnya Kayu manis Lada dan garam 
Daging sapi kecap,"Daging sapi potong kecil bawang merah (iris tipis) bawang putih (iris tipis) cabe rawit (Iris tipis) Seruas jahe geprek Secukupnya kecap manis, kecap asin, gula pasir, garam, air kaldu "
Tumis Pakis Saus Tiram dengan Potongan Bakso Sapi,ikat pakis bakso sapi iris tipis bawang merah bawang putih besar cabai rawit sct saus tiram iris lengkuas lembar daun salam Gula merah Garam Minyak untuk menumis 
Sapi Lada Hitam,Daging Sapi Tenderloin Bawang Putih (cincang) Jahe (cincang) Lada Hitam Minyak Wijen saus/bumbu lada hitam Minyak Wijen Bawang Putih (cincang) Bawang Bombay (cincang) Kaldu Ayam Saus tiram Saus sweet soya ASauce English Soya Lada Hitam Gula merah mayzena air Sayuran Paprika Merah Paprika Hijau Bawang Bombay 
Lasagna Daging Sapi,"resep saus bolognese daging sapi serbaguna sampai lembar pasta lasagna. Rebus sampai al dente. Sisihkan gram keju mozzarela (atau sesuai selera), parut kasar Saus Bechamel Keju susu cair UHT plain gram keju cheddar, parut halus gram margarin gram tepung terigu Garam sesuai selera (beda merk keju beda tingkat keasinannya) Sejumput lada bubuk "
Steak daging sapi saus lada hitam (sederhana),gram daging sapi (saya pilih yang sudah di iris tipis) buah sosis ayam/sapi buah kentang buah wortel siung bawang putih bawang bombay secukupnya Lada hitam bubuk secukupnya Lada bubuk secukupnya Garam secukupnya Gula -saus cabai saus tiram kecap manis buah cabai 
Onion beef,daging sapi giling bawang bombay ukuran sedang siung bawang putih bawang bombay Garam Telor Tepung roti Wortel parut dgn parutan keju Daun bawang 
Beef Teriyaki ala Deyarl Kitchen,Daging Sapi Bawang bombay Bawang putih Bumbu teriyaki langsung jadi Saos Mayonais Kol baby Wortel baby Jagung manis 
Iga sapi pedas manis,"daging sapi butir bawang putih butir bawang merah ons cabe jemprit iris Lengkuas secukupnya Gula aren biasa diganti gula jawa secukupnya Gula pasir Garam,sachet Penyedap rasa sachet Kecap manis "
Mun Tahu Sapi,pcs tahu sutra daging sapi cincang siung bawang putih (digeprek) minyak goreng Air secukup nya tepung tapioka Garam Penyedap jamur Kecap asin ikan 
Beef stroganoff,daging sapi jamur kuping (champignon) buah paprika kuning buah bawang bombay uk sedang siung bawang putih (cincang halus) saus tomat sour cream /susu full cream garam black paper merica Secukupnya kaldu bubuk Italian seasoning kecap Inggris 
Sop daging sapi (kuah sop iga super gampang modal iris cemplung),"daging (bisa pakai iga juga) buah wortel, potong buah kentang, potong buah tomat,potong batang seledri batang daun bawang siung bawang merah, iris siung bawang putih, geprek cincang buah bawang bombay butir cengkeh biji pala, iris (ato kalo punya bubuk jg bisa) batang kayu manis Ketumbar bubuk secukupnya Garam secukupnya Lada secukupnya Kaldu sapi bubuk "
Tongseng Sapi Mercon,secukupnya daging sapi sereh (kupake sereh yg kecil) daun salam bawang putih bawang merah buah tomat cabe rawit merah kemiri ibu jari jahe ruas lengkuas ibu jari kunyit secukupnya sayur kol sendok teh ketumbar bubuk sendok makan santan kara secukupnya daun bawang secukupnya gula secukupnya garam secukupnya merica secukupnya penyedap (aku penyedap sapi) (tambahan) kecap 
Soto daging sapi,"daging sapi air siung bawang putih siung bawang merah butir kemiri ruas kunyit bakar secukupnya Jahe secukupnya Merica, ketumbar batang sere, memarkan Daun jeruk secukupnya Garam, gula Taoge rebus / siram air panas Kol / sohun (sy skip, gak punya) Bawang goreng Seledri cincang Jeruk nipis Sambal cabe rawit "
Asem Asem Buncis Daging Sapi,Daging Sapi Buah Buncis Buah Baby Wortel Buah Cabe Merah Besar Siung Bawang Putih Siung Bawang Merah Buah Tomat Lengkuas Helai Daun Salam Secukupnya Asam Jawa Secukupnya Jeruk Nipis Secukupnya Kecap Manis Secukupnya Gula Pasir Secukupnya Garam 
Bakso Sapi Sehat,"daging sapi giling muncung rolled oat siung bawang putih secukupnya garam, merica, gula butir telur puyuh mentah batang daun bawang, iris tipis secukupnya air es air dlm panci untuk merebus bakso "
Sayur SOP Sapi Sederhana,bungkus Sayur SOP bks (biasanya .) Uda lengkap ons Daging sapi siung Bawang putih Bawang prei Seladri secukupnya Merica secukupnya Garam secukupnya Gula Penyedap rasa (kondisional) secukupnya Minyak secukupnya Bawang merah goreng secukupnya Bawang putih goreng 
Sup tulang sapi,Tulang sapi Buncis Kol Wortel Kentang Daun bawang Daun sledri Daun salam Bawang goreng Royco sapi Bawang putih Lada Pala Kayu manis Jahe Garam 
Beef Sauce Spaghetti,Secukupnya daging giling -buah bawang bombay (uk. sedang) Bawang putih -Wortel (pilihan) Secukupnya Saus sambal Secukupnya Saus tomat Secukupnya Garam Secukupnya Gula Secukupnya Lada Secukupnya kaldu sapi bubuk Oregano Spaghetti Pasta Margarin Minyak untuk menumis 
Galantine /Rolade Sapi,daging sapi (has dalam) tepung roti butir telur susu cair dingin (kirasaja) siung bawang putih siung siung bawang bombai merica butir pala garam gula pasir maggy blok sapi (optional) 
Bacem daging sapi ala fe',daging sapi (saya pakai bagian paha & sebagian tetelan) sendok teh garam untuk rebus daging sendok teh garam untuk baceman siung bawang merah diulek halus siung bawang putih diulek halus sendok teh ketumbar diulek halus ruas kunyit diulek halus lembar daun salam -biji asam kandis batang sereh geprek batok gula merah / aren sendok makan kecap manis (jika suka) 
Daging sapi pedas manis,daging sapi Cabe merah giling siung Bawang merah siung Bawang putih biji Cabe rawit Kecap manis Garam secukupnya Gula merah/gula batu Penyedap rasa 
Soto Daging Sapi,daging sapi garam penyedap rasa siung bawang putih ruas kunyit ruas jahe butir kemiri siung bawang merah bahan/ruas lengkuas geprek batang serai geprek lembar daun jeruk lada bubuk gula merah bks santan kara batang daun bawang iris tipis buah tomat merah iris tipis sambal cabe kecap manis bawang goreng emping melinjo goreng 
Daging sapi teriyaki,gram daging sapi my taste saus teriyaki sachet kecap manis buah bawang bombay siung bawang putih Sawi hijau buah cabe merah kecap asin/saori saus tiram kalo tdk ada kecap manis siung bawang putih (yg sudah di haluskan) siung bawang merah (yg sudah di haluskan) secukupnya Gula garam Sedikit lada bubuk air matang tepung maizena yang sudah di larutkan 
Tongseng sapi,"daging sapi, iriskecil siung bawang merah, iris tipis cabe rawit merah, ulek kasar btng sereh bubuk kayu manis lengkuas daun salam jintan bubuk santan kental kol, iris tomat, iris mentega secukupnya air garam gula merica kecap manis siung bawang merah siung bawang putih btr kemiri ketumbar kunyit "
Daging Sapi bumbu Balado,daging sapi sengkel daun salam sereh ruas lengkuas Garam Gula Kaldu jamur Bumbu Halus cabai merah besar cabai keriting cabai rawit jika ingin lebih pedas bawang merah bawah putih terasi tomat ukuran sedang Minyak Goreng (saya pakai minyak Canola agar lebih sehat) 
Beef rice bowl,"daging cincang batang wortel potong korek api cuci bersih rebus buah zucchini / kyuri (timun jepang itu lho) cuci dan potong kecil ikat daun bayam cuci bersih dan rebus sebentar sekali -mangkok nasi di tiap mangkok semaunya minyak sayur untuque menumizzzz siung bawang putih, cincang siung bombay besar cincang saus tomat saus sambal saus tiram (kupake saori) soy sauce (kecap asin kikoman) royco sapi gula pasir (untuk rebusan sayur) gula pasir (untuk tumisan daging) garam (untuk tumisan daging) cangkir air matang bawang goreng untuk taburan telur, buat scrambled eggs mentega plain milk, buat scrambled eggsnya "
Daging sapi kentang kecap,"gram daging sapi segar, cincang gram kentang, potong kotak kecil, lalu goreng sampe matang kuning kecoklatan butir bawang merah, cincang halus siung bawang putih cincang halus secukupnya Merica secukupnya Garam dan gula kecap manis (sesuai selera secukupnya Kaldu jamur (optional) Minyak goreng "
 Rendang Daging Sapi ,daging sapi butir kelapa parut ambil santannya siung bawang merah siung bawang putih buah cabe merah besar (bisa ditambah sesuai selera) Seruas lengkuas Seruas jahe ketumbar lembar daun salam lembar daun jeruk lembar daun kunyit Sereh geprek peres garam royco sapi 
Kikil sapi goreng,"kikil sapi, cuci bersih lalu potong selera siung bawang putih ketumbar daun salam Garam Gula Lada bubuk "
Easy Beef Hand Pies,"lembar Puff pastry siap pakai, biarkan suhu ruang Sedikit Terigu untuk taburan di meja kerja saat menggilas # isian Daging sapi giling cup Sayuran beku (keluarkan sampai gak beku lagi) buah Bawang bombay ukuran kecil iris kasar Saus tomat Lada hitam Kaldu sapi bubuk Gula pasir Secukupnya Garam (hanya jika diperlukan) Butter/margarin Minyak goreng # perekat dan olesan butir Putih telur untuk perekat butir Kuning telur, tambahkan Susu cair, kocok rata untuk olesan "
Beef Teriyaki,"Daging sapi has dalam iris tipis btg Brokoli kecap manis saus tiram saos teriyaki bawang bombay iris tipis siung bawang putih geprek garam merica bubuk Secukupnya garam, air Wijen yang sudah disangrai utk taburan "
Semur Daging Sapi Kentang,"Gram Daging Sapi, cuci & potongsesuai selera Butir Kentang, kupas & potongsesuai selera Siung Bawang Merah Siung Bawang Putih Butir Kemiri Secukupnya Lada Putih Bubuk Secukupnya Pala Bubuk Bawang Bombay, iris tipis Secukupnya Kecap Inggris Secukupnya Kecap Manis Secukupnya Garam dan Gula Pasir Secukupnya Minyak Goreng "
Nasi goreng smoke beef ala fe',butir bawang bombay cincang halus iris daging fillet ayam butir telur ayam sendok makan smoke beef & sosis potongan kecil butir bakso iris tipis porsi nasi sendok makan saus tiram sendok makan garam sendok teh kaldu jamur jika suka sendok teh margarin untuk menumis sendok teh olive oil untuk menumis 
Tongseng Iga Sapi,iga sapi sesuai selera cabe rawit siung bawang merah siung bawang putih ruas kunyit ruas jahe butir kemiri ruas lengkuas batang serai lembar daun salam kol (kobis) sesuai selera dipotong buah tomat siung daun bawang cabe rawit utuh untuk taburan 
Sop Iga Sapi,iga bungkul brokoli btr kentang buah kol btr wortel yg agak besar siung bawang putih siung bawang merah Sckpnya gula Secukupnya garam Secukupnya air bks royco sapi pala bubuk lada bubuk 
Sop kaki sapi,kaki sapi wortel secukupnya Daun bawang sledri Bumbu siung bawang merah siung bawang putih secukupnya Lada ruas jari Jahe Pelengkap Bawang goreng Emping Sambel 
Roast Beef Dilamo Sambal Matah,daging roast beef dilamo secukupnya Garam secukupnya Lada putih Minyak untuk menumis Air matang secukupnya Irisan Bawang merah secukupnya Irisan Bawang putih secukupnya Tomat Potong kecil (buang bijinya) secukupnya Irisan daun jeruk (buang tulang daunnya) secukupnya Irisan cabe rawit domba secukupnya Perasan air lemon Minyak panas Garam 
Beef Patty Homemade,"daging sapi giling siung bawang bombay, cincang lembar roti tawar susu cair UHT butir telur Secukupnya garam, lada bubuk & royco Secukupnya margarin/butter "
"Baso Aci, Daging Sapi plus Cekeeer..",Tepung Aci (tepung kanji) Tepung terigu (secukupnya) siung bawang merah siung bawang putih bungkus merica bubuk bungkus penyedap rasa (aku pake penyedap rasa ayam) gelas air mineral Tambahan/Baso daging Sapi (sesuai selera) Ceker ayam (sesuai selera) Daun bawang seledri (sesuai selera) 
Cah Buncis Jamur Daging Sapi ala DEBM,ons daging sapi ons buncis ons jamur tiram siung bawang merah siung bawang putih siung bawang bombay secukupnya udang ebi buah cabe rawit penyedap rasa secukupnya merica sendok makan saos tiram 
